Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Nag-enjoy ako sa pelikulang Sakaling Maging Tayo ng magdyowang Elisse Joson at McCoy de Leon, kaya naman natuwa ako nang mag-announce ang Vivamax silang dalawa ang bida sa Habangbuhay.","Nag-enjoy ako sa pelikulang Sakaling Maging Tayo ng magdyowang Elisse Joson at McCoy de Leon, kaya naman natuwa ako nang mag-announce ang Vivamax na silang dalawa ang bida sa Habangbuhay.","Nag-enjoy ako sa pelikulang Sakaling Maging Tayo ng magdyowang eklipse boso at aagoy de Leon, kaya naman natuwa ako nang mag-announce ang ginamas silang dalawa ang bida sa Habangbuhay.","['Elisse', 'Joson', 'McCoy', 'Vivamax']","{'Elisse': ['elise', 'eclipse', 'eklipse', 'elite', 'klitse'], 'Joson': ['arson', 'ason', 'boso', 'boton', 'buson'], 'McCoy': ['macos', 'aaboy', 'aagoy', 'aamoy', 'aapoy'], 'Vivamax': ['dinama', 'dinamay', 'ginamas', 'hinamad', 'hinamak']}",TP,FN
Saka hindi ko naman din sila kalaban sa totoo lang.,Saka hindi ko naman din sila kalaban sa totoo lang.,Saka hindi ko naman din sila kalaban sa totoo lang.,[],{},TN,TN
Sinabi ni Castro na makabubuti makabubuti kung aaprubahan na lamang ng Kamara ang wealth tax o pagpapataw ng dagdag na buwis sa mga bilyonaryo.,Sinabi ni Castro na makabubuti kung aaprubahan na lamang ng Kamara ang wealth tax o pagpapataw ng dagdag na buwis sa mga bilyonaryo.,Sinabi ni Castro na makabubuti makabubuti kung aaprubahan na lamang ng Kamara ang wealth tax o pagpapataw ng dagdag na buwis sa mga bilyonaryo.,[],{},FN,FN
Saka hindi daw iba ang turing sa kanya ng mag-asawa.,Saka hindi raw iba ang turing sa kanya ng mag-asawa.,Saka hindi raw iba ang turing sa kanya ng mag-asawa.,[],{},TP,TP
"Sinabi ni Bordado naang local governmentunit sa Naga City, Bicol ay gumagamit ng LSB at SEF upang palakasin ang sistema ng edukasyon sa pamamagitan ng pagtatatag ng maraming programa na naglalayong bigyang kapangyarihan ang mga tao mula pa noong panahon ng dating Mayor Jesse M.","Sinabi ni Bordado naang local governmentunit sa Naga City, Bicol ay gumagamit ng LSB at SEF upang palakasin ang sistema ng edukasyon sa pamamagitan ng pagtatatag ng maraming programa na naglalayong bigyang kapangyarihan ang mga tao mula pa noong panahon ng dating Mayor Jesse M.","Sinabi ni barado gaang local governmental sa Naga City, Bicol ay gumagamit ng ab at sea upang palakasin ang sistema ng edukasyon sa pamamagitan ng pagtatatag ng maraming programa na naglalayong bigyang kapangyarihan ang mga tao mula pa noong panahon ng dating Mayor este M.","['Bordado', 'naang', 'governmentunit', 'LSB', 'SEF', 'Jesse']","{'Bordado': ['burdado', 'baldado', 'barado', 'bokado', 'borador'], 'naang': ['aang', 'daang', 'gaang', 'inaang', 'kaang'], 'governmentunit': ['government', 'governmenta', 'governmental', 'governments', ""government's""], 'LSB': ['lab', 'lub', 'ab', 'alab', 'als'], 'SEF': ['eef', 'se', 'sea', 'sec', 'see'], 'Jesse': ['cease', 'ease', 'este', 'jersey', 'jester']}",FP,FP
Nakatak dang ilunsad ang ESWF sa Oktubre 16.,Nakatakdang ilunsad ang ESWF sa Oktubre 16.,takatak dang ilunsad ang esim sa Oktubre ag.,"['Nakatak', 'ESWF', '16']","{'Nakatak': ['nabatak', 'nakatay', 'takatak', 'babatak', 'hahatak'], 'ESWF': ['eef', 'elf', 'esim', 'este', 'estu'], '16': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Sa panig naman ng suplay, sinabi ng NEDA chief na may mga programa ang gobyerno para palakasin ang produksyon.","Sa panig naman ng suplay, sinabi ng NEDA chief na may mga programa ang gobyerno para palakasin ang produksyon.","Sa panig naman ng suplay, sinabi ng nega chief na may mga programa ang gobyerno para palakasin ang produksyon.",['NEDA'],"{'NEDA': ['nada', 'neca', 'nega', 'seda', 'ada']}",FP,FP
Hindi na nakapalag ang mga suspect matapos na dakpin ng mga awtoridad sa aktong iniaabot ang mga antigen COVID 19 test kits na hindi rehistrado sa Food and Drugs Administration (FDA) sa poseur buyer.,Hindi na nakapalag ang mga suspect matapos na dakpin ng mga awtoridad sa aktong iniaabot ang mga antigen COVID 19 test kits na hindi rehistrado sa Food and Drugs Administration (FDA) sa poseur buyer.,Hindi na nakapalag ang mga suspect matapos na dakpin ng mga awtoridad sa aktong iniaabot ang mga antigen COVID ag test kits na hindi rehistrado sa Food and Drugs Administration (FDA) sa poseur buyer.,['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Nakare-relate rin si Carl sa awitin dahil lumaki siyang walang kinikilalang biological father.,Nakare-relate rin si Carl sa awitin dahil lumaki siyang walang kinikilalang biological father.,aware-create rin si car sa awitin dahil lumaki siyang walang kinikilalang biological father.,"['Nakare', 'relate', 'Carl']","{'Nakare': ['nakapre', 'nakar', 'aware', 'kare', 'lagare'], 'relate': ['rebate', 'related', 'create', 'cremate', 'debate'], 'Carl': ['cal', 'call', 'car', 'card', 'care']}",FP,FP
"Subic BAY FREEPORT, Philippines — Inaresto ang isang lalaki na hinihinalang nangunguha ng mga kable na may tanso sa isang gusali rito sa freeport habang nakatakas ang kasamahan nito kamakalawa ng gabi.","Subic BAY FREEPORT, Philippines — Inaresto ang isang lalaki na hinihinalang nangunguha ng mga kable na may tanso sa isang gusali rito sa freeport habang nakatakas ang kasamahan nito kamakalawa ng gabi.","Subic BAY FREEPORT, Philippines — Inaresto ang isang lalaki na hinihinalang nangunguha ng mga kable na may tanso sa isang gusali rito sa freeport habang nakatakas ang kasamahan nito kamakalawa ng gabi.",[],{},TN,TN
"Ang sabi nga ng source ko, may tampuhan lang yung dalawa at normal lang raw yun.","Ang sabi nga ng source ko, may tampuhan lang yung dalawa at normal lang daw yun.","Ang sabi nga ng source ko, may tampuhan lang yung dalawa at normal lang daw yun.",[],{},TP,TP
"Ayon kay acting Presidential Spokesman Secretary Martin Andanar, ito ang napagkasunduan sa pulong ng Inter-Agency Task Force (IATF) batay na rin sa rekomendasyon ng mga eksperto.","Ayon kay acting Presidential Spokesman Secretary Martin Andanar, ito ang napagkasunduan sa pulong ng Inter-Agency Task Force (IATF) batay na rin sa rekomendasyon ng mga eksperto.","Ayon kay acting Presidential Spokesman Secretary mariin andanang, ito ang napagkasunduan sa pulong ng Inter-Agency Task Force (abf) batay na rin sa rekomendasyon ng mga eksperto.","['Martin', 'Andanar', 'IATF']","{'Martin': ['margin', 'marhin', 'mariin', 'martir', 'matin'], 'Andanar': ['andana', 'andador', 'andanang', 'andante', 'andar'], 'IATF': ['aat', 'aato', 'abf', 'anf', 'at']}",FP,FP
"Once na tinatanggap mo si Lord sa buhay mo, sigurado sa heaven ka mapupunta,â makahulugang paglalahad ng dalaga.","Once na tinanggap mo si Lord sa buhay mo, sigurado sa heaven ka mapupunta,â makahulugang paglalahad ng dalaga.","Once na tinatanggap mo si Lord sa buhay mo, sigurado sa haen ka mapupunta,d makahulugang paglalahad ng dalaga.","['heaven', 'â']","{'heaven': ['haven', 'even', 'haen', 'have', 'havens'], 'â': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Ang First Family po, unless may comorbidity ay hindi po sila talaga mabibigyan ng prayoridad pero dahil mga public official ang mga anak ng ating Pa??ngulo eh baka naman po maki??pagtulungan rin sila para ma-boost ang vaccine confidence.","Ang First Family po, unless may comorbidity ay hindi po sila talaga mabibigyan ng prayoridad pero dahil mga public official ang mga anak ng ating Pa??ngulo eh baka naman po maki??pagtulungan din sila para ma-boost ang vaccine confidence.","Ang First Family po, unless may comorbidity ay hindi po sila talaga mabibigyan ng prayoridad pero dahil mga public official ang mga anak ng ating Pa??ngulo eh baka naman po maki??pagtulungan din sila para ma-boost ang vaccine confidence.",[],{},TP,TP
"Kailangan talaga natin ng stressless life, stress-free, at kailangan talaga natin ng healthy living, dagdag niya.","Kailangan talaga natin ng stressless life, stress-free, at kailangan talaga natin ng healthy living, dagdag niya.","Kailangan talaga natin ng careless life, stress-free, at kailangan talaga natin ng healthy living, dagdag niya.",['stressless'],"{'stressless': ['stressed', 'tresspass', 'careless', 'distresses', 'dressers']}",FP,FP
Nananatiling nag-iisa pa lang ang kaso ng tinamaan ng ligaw na bala nitong Bagong Taon habang wala pa ring naiuulat na fireworks ingestion sa kabutihang palad.,Nananatiling nag-iisa pa lang ang kaso ng tinamaan ng ligaw na bala nitong Bagong Taon habang wala pa ring naiuulat na fireworks ingestion sa kabutihang palad.,Nananatiling nag-iisa pa lang ang kaso ng tinamaan ng ligaw na bala nitong Bagong Taon habang wala pa ring naiuulat na fireworks ingestion sa kabutihang palad.,[],{},TN,TN
Maghuhubad ng kapitan ang kaniyang mataas na katungkulan at itinuring ang kaniyang sarili na isang ordinaryong tao.,Hinubad ng kapitan ang kaniyang mataas na katungkulan at itinuring ang kaniyang sarili na isang ordinaryong tao.,Maghuhubad ng kapitan ang kaniyang mataas na katungkulan at itinuring ang kaniyang sarili na isang ordinaryong tao.,[],{},FN,FN
"So nung nagsabi niya na ipalaglag ko, sabi ko ayoko.","So nung sinabi niya na ipalaglag ko, sabi ko ayoko.","So nung nagsabi niya na ipalaglag ko, sabi ko ayoko.",[],{},FN,FN
"Bukod sa kanyang bagong iho-host na programa sa TV5, ang Sing-Galing, ay kumurot kami nang pahapyaw tungkol sa relasyon ngayon ng kanyang kapatid na si Raymart at ni Jodi Sta.","Bukod sa kanyang bagong iho-host na programa sa TV5, ang Sing-Galing, ay kumurot kami nang pahapyaw tungkol sa relasyon ngayon ng kanyang kapatid na si Raymart at ni Jodi Sta.","Bukod sa kanyang bagong iho-host na programa sa ive, ang Sing-Galing, ay kumurot kami nang pahapyaw tungkol sa relasyon ngayon ng kanyang kapatid na si daycare at ni body eta.","['TV5', 'Raymart', 'Jodi', 'Sta']","{'TV5': ['tv', 'iva', 'ive', 'kv', 'lv'], 'Raymart': ['apart', 'baynat', 'daycare', 'earmark', 'gayari'], 'Jodi': ['lodi', 'boda', 'body', 'boli', 'code'], 'Sta': ['asta', 'ata', 'eta', 'ista', 'ita']}",FP,FP
"Pahirapan rin ang pagpasok ng mga bumbero dahil may isinasagawang road repair sa lugar, bukod sa masikip ang access point.","Pahirapan din ang pagpasok ng mga bumbero dahil may isinasagawang road repair sa lugar, bukod sa masikip ang access point.","Pahirapan din ang pagpasok ng mga bumbero dahil may isinasagawang road repair sa lugar, bukod sa masikip ang access point.",[],{},TP,TP
Bukod sa tatlong suspek na tukoy na ng QC police ay naberipika na rin nila ang plate number ng sasakyan na ginamit ng mga suspek at naimbitahan na ng pulisya ang driver at may-ari ng sasakyan na maaaring maisama sa sasampahan ng kaso ng pulisya.,Bukod sa tatlong suspek na tukoy na ng QC police ay naberipika na rin nila ang plate number ng sasakyan na ginamit ng mga suspek at naimbitahan na ng pulisya ang driver at may-ari ng sasakyan na maaaring maisama sa sasampahan ng kaso ng pulisya.,Bukod sa tatlong suspek na tukoy na ng oc police ay naberipika na rin nila ang plate number ng sasakyan na ginamit ng mga suspek at naimbitahan na ng pulisya ang driver at may-ari ng sasakyan na maaaring maisama sa sasampahan ng kaso ng pulisya.,['QC'],"{'QC': ['c', 'cc', 'oc', 'q', 'ab']}",FP,FP
"Sa tindi ng pag salpok, tumilapon ang rider at ang angkas nito sa magkabilang parte ng highway.","Sa tindi ng pag-salpok, tumilapon ang rider at ang angkas nito sa magkabilang parte ng highway.","Sa tindi ng pag salpok, tumilapon ang rider at ang angkas nito sa magkabilang parte ng highway.",[],{},FN,FN
"Samantala, ang bongga ng feedback kay Bugoy Drilon sa 10Q US Concert Tour ni Angeline Quinto at ng mga ka-grupo niya sa BuDaKhel na sina Daryl Ong at Michael Pangilinan, huh!","Samantala, ang bongga ng feedback kay Bugoy Drilon sa 10Q US Concert Tour ni Angeline Quinto at ng mga ka-grupo niya sa BuDaKhel na sina Daryl Ong at Michael Pangilinan, huh!","Samantala, ang bongga ng feedback kay bugok dion sa q US Concert Tour ni angalang hinto at ng mga ka-grupo niya sa bagahe na sina arya Ong at Michael Pangilinan, hush!","['Bugoy', 'Drilon', '10Q', 'Angeline', 'Quinto', 'BuDaKhel', 'Daryl', 'huh']","{'Bugoy': ['buboy', 'bugnoy', 'bugok', 'buoy', 'iugoy'], 'Drilon': ['dilan', 'dimon', 'dion', 'dragon', 'dril'], '10Q': ['ecq', 'nq', 'q', 'sq', 'aag'], 'Angeline': ['airline', 'angalan', 'angalang', 'angatin', 'angating'], 'Quinto': ['bunto', 'ginto', 'hinto', 'huminto', 'ihinto'], 'BuDaKhel': ['buhalhal', 'bulakbol', 'bagahe', 'bakal', 'baked'], 'Daryl': ['aaral', 'aral', 'arya', 'barel', 'baril'], 'huh': ['hub', 'huho', 'hush', 'hut', 'ah']}",FP,FP
"Sa kabila nito, wala raw balak ang lola na sampahan ng reklamo ang apo dahil mabait naman raw ito kapag wala sa impluwensiya ng alak at droga.","Sa kabila nito, wala raw balak ang lola na sampahan ng reklamo ang apo dahil mabait naman daw ito kapag wala sa impluwensiya ng alak at droga.","Sa kabila nito, wala raw balak ang lola na sampahan ng reklamo ang apo dahil mabait naman daw ito kapag wala sa impluwensiya ng alak at droga.",[],{},TP,TP
"Artista man, kaya din nila.","Artista man, kaya rin nila.","Artista man, kaya rin nila.",[],{},TP,TP
"May tumawag sa amin dito, yung team ko po ay nagpa-panic dahil may balita daw po riyan na kami ay naaksidente.","May tumawag sa amin dito, yung team ko po ay nagpa-panic dahil may balita raw po riyan na kami ay naaksidente.","May tumawag sa amin dito, yung team ko po ay nagpa-panic dahil may balita raw po riyan na kami ay naaksidente.",[],{},TP,TP
"Kuwento ni Derby, batid niya na buntis noon ang kaniyang nobya nang aalis siya ng Batangas, at nagtungo sa Iloilo para puntahan ang kaniyang mga magulang.","Kuwento ni Derby, batid niya na buntis noon ang kaniyang nobya nang umalis siya ng Batangas, at nagtungo sa Iloilo para puntahan ang kaniyang mga magulang.","Kuwento ni Derby, batid niya na buntis noon ang kaniyang nobya nang aalis siya ng Batangas, at nagtungo sa Iloilo para puntahan ang kaniyang mga magulang.",[],{},FN,FN
"Sinabi ni Yap na sa Buguias, nasa 19 pasyente ang inilikas sa Northern Benguet District Hospital kung saan sa kasalukuyan ay sinusuri ang pinsala sa imprastraktura ng hospital gayundin ang mga kagamitan dito.","Sinabi ni Yap na sa Buguias, nasa 19 pasyente ang inilikas sa Northern Benguet District Hospital kung saan sa kasalukuyan ay sinusuri ang pinsala sa imprastraktura ng hospital gayundin ang mga kagamitan dito.","Sinabi ni cap na sa bubutas, nasa ag pasyente ang inilikas sa Northern banggit District Hospital kung saan sa kasalukuyan ay sinusuri ang pinsala sa imprastraktura ng hospital gayundin ang mga kagamitan dito.","['Yap', 'Buguias', '19', 'Benguet']","{'Yap': ['ap', 'ayap', 'cap', 'gap', 'map'], 'Buguias': ['bubukas', 'bubulas', 'bubutas', 'bumukas', 'bumulas'], '19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Benguet': ['banquet', 'dengue', 'banggit', 'bangkat', 'bangketa']}",FP,FP
"Sa kasalukuyan, hindi pa kabilang ang mga bata sa ??vaccination program?? ng pamahalaan kaya nanawagan si Del Rosario sa mga magulang at guardians na higpitan ang paglabas ng mga bata dahil hindi din sila ligtas na mahawa ng virus.","Sa kasalukuyan, hindi pa kabilang ang mga bata sa ??vaccination program?? ng pamahalaan kaya nanawagan si Del Rosario sa mga magulang at guardians na higpitan ang paglabas ng mga bata dahil hindi rin sila ligtas na mahawa ng virus.","Sa kasalukuyan, hindi pa kabilang ang mga bata sa ??vaccination program?? ng pamahalaan kaya nanawagan si Del Rosario sa mga magulang at guardians na higpitan ang paglabas ng mga bata dahil hindi rin sila ligtas na mahawa ng virus.",[],{},TP,TP
"Ipinaliwanag ng Panginoong Hesus sa kaniyang pangangaral na hindi man bumangon ang lalaki upang ibigay ang hinihingi ng kaibigan, babangon pa rin ito para ibigay ang hinihingi ng kaniyang kaibigan dahil sa pagpupumilit nito.","Ipinaliwanag ng Panginoong Hesus sa kaniyang pangangaral na hindi man bumangon ang lalaki upang ibigay ang hinihingi ng kaibigan, babangon pa rin ito para ibigay ang hinihingi ng kaniyang kaibigan dahil sa pagpupumilit nito.","Ipinaliwanag ng Panginoong chess sa kaniyang pangangaral na hindi man bumangon ang lalaki upang ibigay ang hinihingi ng kaibigan, babangon pa rin ito para ibigay ang hinihingi ng kaniyang kaibigan dahil sa pagpupumilit nito.",['Hesus'],"{'Hesus': ['beses', 'census', 'chess', 'desks', 'deus']}",FP,FP
"Sa second day, hindi ko po talaga events yung mga nilaro maliban sa pole vault.","Sa second day, hindi ko po talaga events yung mga nilaro maliban sa pole vault.","Sa second day, hindi ko po talaga events yung mga nilaro maliban sa pole vault.",[],{},TN,TN
"Ayon kay John, ayaw raw ng kaniyang lolo na sumama sa rescue kung hindi-isasama ang kaniyang aso.","Ayon kay John, ayaw raw ng kaniyang lolo na sumama sa rescue kung hindi isasama ang kaniyang aso.","Ayon kay John, ayaw raw ng kaniyang lolo na sumama sa rescue kung hindi-isasama ang kaniyang aso.",[],{},FN,FN
"'Yung phone ko nasa belt bag ko tapos kumukuha niya, tapos gusto niyang burahin 'yung mga videos at saka mga pictures na pinanghahawakan ko.","'Yung phone ko nasa belt bag ko tapos kinuha niya, tapos gusto niyang burahin 'yung mga videos at saka mga pictures na pinanghahawakan ko.","'Yung phone ko nasa belt bag ko tapos kumukuha niya, tapos gusto niyang burahin 'yung mga videos at saka mga pictures na pinanghahawakan ko.",[],{},FN,FN
Marami na daw ang nagpapayo sa kaniya na huminto na sa paglaban.,Marami na raw ang nagpapayo sa kaniya na huminto na sa paglaban.,Marami na raw ang nagpapayo sa kaniya na huminto na sa paglaban.,[],{},TP,TP
Matundin ay 11-taon nang naglilingkod sa bayan bilang isang tapat na sundalo.,Matundin ay 11-taon nang naglilingkod sa bayan bilang isang tapat na sundalo.,latundan ay ag-taon nang naglilingkod sa bayan bilang isang tapat na sundalo.,"['Matundin', '11']","{'Matundin': ['ganundin', 'gayundin', 'latundan', 'mandin', 'mapundi'], '11': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"Maganda naman ang drama nila, katanggap-tanggap naman para sa isang sikat na tulad niya, kaya nga lang ay nasisilipan pa rin siya nang butas ng mga faney na âtinatakasanâ niya.","Maganda naman ang drama nila, katanggap-tanggap naman para sa isang sikat na tulad niya, kaya nga lang ay nasisilipan pa rin siya ng butas ng mga faney na âtinatakasanâ niya.","Maganda naman ang drama nila, katanggap-tanggap naman para sa isang sikat na tulad niya, kaya nga lang ay nasisilipan pa rin siya nang butas ng mga anek na dtinataasan niya.","['faney', 'â', 'tinatakasanâ']","{'faney': ['anay', 'andy', 'anek', 'any', 'baley'], 'â': ['b', 'c', 'd', 'e', 'f'], 'tinatakasanâ': ['tinatakasan', 'tinatakasang', 'tinataasan', 'tinataasang', 'tinatagasan']}",TP,FN
