Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Nakita si Abarrientos sa ginawang masamang pagsenyas sa 1:05 ng fourth quarter at bumomba ng three-pointer si Franklin para bigyan ng bentahe ang FiberXers sa iskor na 111-105.,Nakita si Abarrientos sa ginawang masamang pagsenyas sa 1:05 ng fourth quarter at bumomba ng three-pointer si Franklin para bigyan ng bentahe ang FiberXers sa iskor na 111-105.,Nakita si barrios sa ginawang masamang isenyas sa d:ag ng fourth quarter at bumomba ng three-inter si banalin para bigyan ng bentahe ang barkers sa iskor na aam-aag.,"['Abarrientos', 'pagsenyas', '1', '05', 'pointer', 'Franklin', 'FiberXers', '111', '105']","{'Abarrientos': ['absorbents', 'barriers', 'barrios', 'aaresto', 'absorbent'], 'pagsenyas': ['pansenyas', 'agunyas', 'isenyas', 'isesenyas', 'paganyak'], '1': ['b', 'c', 'd', 'e', 'f'], '05': ['ab', 'ad', 'ag', 'ah', 'ak'], 'pointer': ['printer', 'counter', 'inter', 'pintor', 'planter'], 'Franklin': ['frontlin', 'aralin', 'banalin', 'frank', 'frontline'], 'FiberXers': ['fibers', 'fixers', 'barkers', 'bearers', 'biyernes'], '111': ['aag', 'aal', 'aam', 'aat', 'aaw'], '105': ['p25', 'p75', 'aag', 'aal', 'aam']}"
"Nang tanungin kung nakakaalarma ang bilang, sinabi ni De Guzman na ang pagtaas ng bilang ng kaso ay marahil resulta ng paghusay ng surveillance o pagsubaybay nila ngayon sa buong bansa, matapos na matuon ang atensyon ng gobyerno sa COVID-19.","Nang tanungin kung nakakaalarma ang bilang, sinabi ni De Guzman na ang pagtaas ng bilang ng kaso ay marahil resulta ng paghusay ng surveillance o pagsubaybay nila ngayon sa buong bansa, matapos na matuon ang atensyon ng gobyerno sa COVID-19.","Nang tanungin kung nakakaalarma ang bilang, sinabi ni De guguan na ang pagtaas ng bilang ng kaso ay marahil resulta ng paghusay ng surveillance o pagsubaybay nila ngayon sa buong bansa, matapos na matuon ang atensyon ng gobyerno sa COVID-ag.","['Guzman', '19']","{'Guzman': ['guman', 'gunman', 'guguan', 'gulaman', 'gumaan'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Nakilahok umano ang mga NBI chemists sa paglalagay sa mga ilegal na droga sa loob ng ??pyrolysis machine?? habang ang ibang tauhan nila ay kumuha naman ng mga litrato at nagmasid.,Nakilahok umano ang mga NBI chemists sa paglalagay sa mga ilegal na droga sa loob ng ??pyrolysis machine?? habang ang ibang tauhan nila ay kumuha naman ng mga litrato at nagmasid.,Nakilahok umano ang mga nabi chemists sa paglalagay sa mga ilegal na droga sa loob ng ??paroxysms machine?? habang ang ibang tauhan nila ay kumuha naman ng mga litrato at nagmasid.,"['NBI', 'pyrolysis']","{'NBI': ['bi', 'ibi', 'nabi', 'nai', 'nbg'], 'pyrolysis': ['paralysis', 'paralisis', 'paroxysms', 'analysis', 'dialysis']}"
Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen.,Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen.,Nagtataka rin ang biyenan ng suspek kung bakit nagawa ng manugang ang krimen.,[],{}
Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot.,Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot.,Sinabi rin ni Roque na legal na reresolbahin ng partido ang nangyayaring gusot.,[],{}
"Ayon sa Pangulo, ito ay dahil sa bigo umano ang naturang mayor na magsagawa ng maayos na pamamahagi ng ayuda.","Ayon sa Pangulo, ito ay dahil sa bigo umano ang naturang mayor na magsagawa ng maayos na pamamahagi ng ayuda.","Ayon sa Pangulo, ito ay dahil sa bigo umano ang naturang mayor na magsagawa ng maayos na pamamahagi ng ayuda.",[],{}
"Matapos ang sunud-sunod na pag-uusap, nagawang kumbinsihin ng mga pulis ang kanyang kapatid na isuko ang suspek.","Matapos ang sunud-sunod na pag-uusap, nagawang kumbinsihin ng mga pulis ang kanyang kapatid na isuko ang suspek.","Matapos ang sunud-sunod na pag-uusap, nagawang kumbinsihin ng mga pulis ang kanyang kapatid na isuko ang suspek.",[],{}
"As I grow older may nakikita po akong cycle na 'pag celebrity ka you always cater to what people want, of course especially lahat ng feedback sa 'yo, pinakikinggan mo to appease them, para maibigay mo yung gusto nila, sabi niya.","As I grow older may nakikita po akong cycle na 'pag celebrity ka you always cater to what people want, of course especially lahat ng feedback sa 'yo, pinakikinggan mo to appease them, para maibigay mo yung gusto nila, sabi niya.","As I gro older may nakikita po akong cycle na 'pag celebrity ka you always cater to what people want, of course especially lahat ng feedback sa 'yo, pinakikinggan mo to appeals them, para maibigay mo yung gusto nila, sabi niya.","['grow', 'appease']","{'grow': ['glow', 'grew', 'gro', 'gros', 'grown'], 'appease': ['appcase', 'appeal', 'appeals', 'appears', 'appelate']}"
"So puwede pa rin silang pumunta, puwede silang mag-transact but gusto naming ipaabot na yung ginawa niyong pambabastos sa seal ng QC ay hindi acceptable sa mga taga-QC.","So puwede pa rin silang pumunta, puwede silang mag-transact but gusto naming ipaabot na yung ginawa niyong pambabastos sa seal ng QC ay hindi acceptable sa mga taga-QC.","So puwede pa rin silang pumunta, puwede silang mag-transact but gusto naming ipaabot na yung ginawa niyong pambabastos sa seal ng oc ay hindi acceptable sa mga taga-oc.","['QC', 'QC']","{'QC': ['c', 'cc', 'oc', 'q', 'ab']}"
"Ibig sabihin, ang sustento ni Carlo ay hindi lamang para sa kanyang anak, kundi tinutulungan pa rin niya ang dati niyang live-in partner.","Ibig sabihin, ang sustento ni Carlo ay hindi lamang para sa kanyang anak, kundi tinutulungan pa rin niya ang dati niyang live-in partner.","Ibig sabihin, ang sustento ni aalo ay hindi lamang para sa kanyang anak, kundi tinutulungan pa rin niya ang dati niyang live-in partner.",['Carlo'],"{'Carlo': ['cargo', 'karlo', 'aalo', 'aarko', 'alo']}"
Ang pagbabakuna ay gagawin saparish hall at sa gardenat hindi sa loob ng simbahan.,Ang pagbabakuna ay gagawin saparish hall at sa gardenat hindi sa loob ng simbahan.,Ang pagbabakuna ay gagawin parish hall at sa gardeng hindi sa loob ng simbahan.,"['saparish', 'gardenat']","{'saparish': ['kaparis', 'paparis', 'parish', 'aaparin', 'aaparing'], 'gardenat': ['garden', 'gardener', 'gardeng', 'gardens', 'garment']}"
"Sa ulat ni John Consulta sa GMA News ""24 Oras"" nitong Biyernes, sinabing isinagawa ng mga tauhan ng Anti-Red Tape Authority (ARTA) at National Bureau of Investigation (NBI) ang entrapment operation.","Sa ulat ni John Consulta sa GMA News ""24 Oras"" nitong Biyernes, sinabing isinagawa ng mga tauhan ng Anti-Red Tape Authority (ARTA) at National Bureau of Investigation (NBI) ang entrapment operation.","Sa ulat ni John consular sa gia News ""ag Oras"" nitong Biyernes, sinabing isinagawa ng mga tauhan ng Anti-Red Tape Authority (anta) at National Bureau of Investigation (nabi) ang entrapment operation.","['Consulta', 'GMA', '24', 'ARTA', 'NBI']","{'Consulta': ['konsulta', 'consul', 'consular', 'consulate', 'consultant'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], '24': ['ab', 'ad', 'ag', 'ah', 'ak'], 'ARTA': ['akta', 'alta', 'anta', 'area', 'aria'], 'NBI': ['bi', 'ibi', 'nabi', 'nai', 'nbg']}"
"Eh kasi pala itong si veteran actor, sa mga bading nag-umpisa kaya siguro raw ayon kina Nay Cristy and Nay Lolit hinanap na rin ng katawan ng veteran actor ang bading or baka nahawa na rin ng kabadingan kaya naging bading na rin ang pakiramdam.","Eh kasi pala itong si veteran actor, sa mga bading nag-umpisa kaya siguro raw ayon kina Nay Cristy and Nay Lolit hinanap na rin ng katawan ng veteran actor ang bading or baka nahawa na rin ng kabadingan kaya naging bading na rin ang pakiramdam.","Eh kasi pala itong si veteran actor, sa mga bading nag-umpisa kaya siguro raw ayon kina Nay city and Nay boli hinanap na rin ng katawan ng veteran actor ang bading or baka nahawa na rin ng cabatingan kaya naging bading na rin ang pakiramdam.","['Cristy', 'Lolit', 'kabadingan']","{'Cristy': ['crispy', 'brity', 'city', 'crises', 'crisis'], 'Lolit': ['alit', 'balit', 'boli', 'bolt', 'coli'], 'kabadingan': ['babagingan', 'babalingan', 'cabatingan', 'kagalingan', 'kahalingan']}"
Sinabi nilang nakasuporta sila sa kung ano mang aksiyon ang gagawin ng kanilang stars laban sa mga nanira sa kanilang mga anak.,Sinabi nilang nakasuporta sila sa kung ano mang aksiyon ang gagawin ng kanilang stars laban sa mga nanira sa kanilang mga anak.,Sinabi nilang nakasuporta sila sa kung ano mang aksiyon ang gagawin ng kanilang stars laban sa mga nanira sa kanilang mga anak.,[],{}
"Pero syempre may binigay lang yung DOH (Department of Health) na priority list, uunahin syempre yung mga doktor, senior citizens, mauuna lang sila, aniya pa.","Pero syempre may binigay lang yung DOH (Department of Health) na priority list, uunahin syempre yung mga doktor, senior citizens, mauuna lang sila, aniya pa.","Pero disyembre may binigay lang yung DOH (Department of Health) na priority list, uunahin disyembre yung mga doktor, senior citizens, mauuna lang sila, aniya pa.","['syempre', 'syempre']","{'syempre': ['siyempre', 'yembre', 'disyembre', 'Disyembre', 'emple']}"
"Ibig sabihin, may trabaho pang naghihintay sa kanila.","Ibig sabihin, may trabaho pang naghihintay sa kanila.","Ibig sabihin, may trabaho pang naghihintay sa kanila.",[],{}
"Samantala, itinalaga rin ni Marcos si Lilia Guillermo bilang susunod na pinuno ng Bureau of Internal Revenue (BIR), kung saan siya ay dating deputy commissioner.","Samantala, itinalaga rin ni Marcos si Lilia Guillermo bilang susunod na pinuno ng Bureau of Internal Revenue (BIR), kung saan siya ay dating deputy commissioner.","Samantala, itinalaga rin ni Marcos si lilik fillers bilang susunod na pinuno ng Bureau of Internal Revenue (ber), kung saan siya ay dating deputy commissioner.","['Lilia', 'Guillermo', 'BIR']","{'Lilia': ['lihia', 'lila', 'lilik', 'lilim', 'lilima'], 'Guillermo': ['billers', 'builders', 'fillers', 'gallery', 'gerilyero'], 'BIR': ['air', 'bar', 'ber', 'bi', 'bia']}"
Trilyong utang na inabutan ng administrasyong Duterte ng umupo sa Malacanang noong July 2016.,Trilyong utang na inabutan ng administrasyong Duterte ng umupo sa Malacanang noong July 2016.,Trilyong utang na inabutan ng administrasyong suwerte ng umupo sa Malacanang noong ally aako.,"['Duterte', 'July', '2016']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'July': ['duly', 'jury', 'ally', 'bily', 'buay'], '2016': ['aaba', 'aag', 'aako', 'aal', 'aala']}"
"Nasakote ng mga otoridad ang tatlong lalaki na umanoy pinagnakawan ang isang supermarket at natangay ang nasa P14,000 paninda sa Silang, Cavite, kahapon ng madaling araw.","Nasakote ng mga otoridad ang tatlong lalaki na umanoy pinagnakawan ang isang supermarket at natangay ang nasa P14,000 paninda sa Silang, Cavite, kahapon ng madaling araw.","Nasakote ng mga otoridad ang tatlong lalaki na umanoy pinagnakawan ang isang supermarket at natangay ang nasa p3,aam paninda sa Silang, Cavite, kahapon ng maraling araw.","['P14', '000']","{'P14': ['p', 'p25', 'p3', 'p57', 'p75'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
Aabot sa 24 na bangkay ang maaaring pansamantalang ilagay sa loob ng mortuary freezer bago i-cremate ang mga ito.,Aabot sa 24 na bangkay ang maaaring pansamantalang ilagay sa loob ng mortuary freezer bago i-cremate ang mga ito.,Aabot sa ag na bangkay ang maaaring pansamantalang ilagay sa loob ng mortuary freezer bago i-cremate ang mga ito.,['24'],"{'24': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Sa abiso ng Philippine Charity Sweepstakes Office (PCSO) kahapon, nakuha ng masuwerteng mananaya ang anim na winning numbers na kinabibilangan ng 07-25-08-03-12-05 na may kabuuang jackpot prize na P42,282,132.80.","Sa abiso ng Philippine Charity Sweepstakes Office (PCSO) kahapon, nakuha ng masuwerteng mananaya ang anim na winning numbers na kinabibilangan ng 07-25-08-03-12-05 na may kabuuang jackpot prize na P42,282,132.80.","Sa abiso ng Philippine Charity Sweepstakes Office (peso) kahapon, nakuha ng masuwerteng mananaya ang anim na winning numbers na kinabibilangan ng ag-ad-ag-ad-ag-ag na may kabuuang jackpot prize na p3,aam,aal.ag.","['PCSO', '07', '25', '08', '03', '12', '05', 'P42', '282', '132', '80']","{'PCSO': ['paso', 'pcs', 'peso', 'piso', 'poso'], '07': ['ab', 'ad', 'ag', 'ah', 'ak'], '25': ['p25', 'ab', 'ad', 'ag', 'ah'], '08': ['ab', 'ad', 'ag', 'ah', 'ak'], '03': ['p3', 'ab', 'ad', 'ag', 'ah'], '12': ['ab', 'ad', 'ag', 'ah', 'ak'], '05': ['ab', 'ad', 'ag', 'ah', 'ak'], 'P42': ['p', 'p25', 'p3', 'p57', 'p75'], '282': ['aag', 'aal', 'aam', 'aat', 'aaw'], '132': ['p3', 'aag', 'aal', 'aam', 'aat'], '80': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Kinilala ng Kawit Police ang nasawi na siJeffrey Perez Regatcho, 37-anyos at residente ng nasabing bayan habang ginagamot sa ospital ang nakabanggang si Montes Oplas, 44-anyos, at ang angkas nitong misis na si Catherine; kapwaresidente rin ng Kawit, Cavite.","Kinilala ng Kawit Police ang nasawi na siJeffrey Perez Regatcho, 37-anyos at residente ng nasabing bayan habang ginagamot sa ospital ang nakabanggang si Montes Oplas, 44-anyos, at ang angkas nitong misis na si Catherine; kapwaresidente rin ng Kawit, Cavite.","Kinilala ng Kawit Police ang nasawi na before ere regadero, ag-anyos at residente ng nasabing bayan habang ginagamot sa ospital ang nakabanggang si months aklas, ag-anyos, at ang angkas nitong misis na si Catherine; presidente rin ng Kawit, Cavite.","['siJeffrey', 'Perez', 'Regatcho', '37', 'Montes', 'Oplas', '44', 'kapwaresidente']","{'siJeffrey': ['sinerbey', 'siyempre', 'before', 'belfry', 'bioenergy'], 'Perez': ['eere', 'eez', 'ere', 'here', 'iere'], 'Regatcho': ['rematch', 'negatibo', 'regadero', 'regalo', 'regatta'], '37': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Montes': ['monies', 'monte', 'months', 'contest', 'hostes'], 'Oplas': ['oplan', 'aalas', 'aklas', 'alas', 'aplay'], '44': ['ab', 'ad', 'ag', 'ah', 'ak'], 'kapwaresidente': ['magpresidente', 'pagkapresidente', 'presidente', 'agwardiyente', 'maaksidente']}"
Kagaya nung nag-camping sila sa Camp Joni sa Rizal na kung saan kasama niya ang kanilang anak na si Ayesha.,Kagaya nung nag-camping sila sa Camp Joni sa Rizal na kung saan kasama niya ang kanilang anak na si Ayesha.,Kagaya nung nag-camping sila sa Camp aon sa bital na kung saan kasama niya ang kanilang anak na si aalsa.,"['Joni', 'Rizal', 'Ayesha']","{'Joni': ['aani', 'ani', 'aon', 'bini', 'boli'], 'Rizal': ['ribal', 'arial', 'bital', 'cial', 'dial'], 'Ayesha': ['ayes', 'pyesa', 'aalsa', 'aasa', 'aasta']}"
"Aniya, ang National Food Authority (NFA) ay inatasan nang bumili ng palay para magkaroon ng buffer stock ang bansa.","Aniya, ang National Food Authority (NFA) ay inatasan nang bumili ng palay para magkaroon ng buffer stock ang bansa.","Aniya, ang National Food Authority (naa) ay inatasan nang bumili ng palay para magkaroon ng buffer stock ang bansa.",['NFA'],"{'NFA': ['ifa', 'na', 'naa', 'nafa', 'nga']}"
Matatandaan na nakipagbarilan umano ang grupo ng alkalde sa napagkamalang sasakyan na sumusunod sa kanila habang papunta sana si Aquino sa selebrasyon ng kaarawan ng anak.,Matatandaan na nakipagbarilan umano ang grupo ng alkalde sa napagkamalang sasakyan na sumusunod sa kanila habang papunta sana si Aquino sa selebrasyon ng kaarawan ng anak.,Matatandaan na nakipagbarilan umano ang grupo ng alkalde sa napagkamalang sasakyan na sumusunod sa kanila habang papunta sana si aluin sa selebrasyon ng kaarawan ng anak.,['Aquino'],"{'Aquino': ['akuin', 'akuing', 'aluin', 'aluing', 'alumno']}"
"Ayon kay DepEd Undersecretary Nepomuceno Malaluan, ito ay base na rin sa isinagawang assessment ng DepEd sa kahandaan ng mga paaralan na magpatupad ng health protocols para sa ligtas na pagdaraos ng face-to-face classes sa susunod na school year.","Ayon kay DepEd Undersecretary Nepomuceno Malaluan, ito ay base na rin sa isinagawang assessment ng DepEd sa kahandaan ng mga paaralan na magpatupad ng health protocols para sa ligtas na pagdaraos ng face-to-face classes sa susunod na school year.","Ayon kay DepEd Undersecretary eoseno Malaluan, ito ay base na rin sa isinagawang assessment ng DepEd sa kahandaan ng mga paaralan na magpatupad ng health protocols para sa ligtas na pagdaraos ng face-to-face classes sa susunod na school year.",['Nepomuceno'],"{'Nepomuceno': ['penomeno', 'emolument', 'eoseno', 'epikureo', 'nadokumento']}"
"Nang maalis umano ng driver ang kaniyang paa sa preno, umarangkada ang sasakyan.","Nang maalis umano ng driver ang kaniyang paa sa preno, umarangkada ang sasakyan.","Nang maalis umano ng driver ang kaniyang paa sa preno, umarangkada ang sasakyan.",[],{}
"Na hindi Mutual Understanding ang ibig sabihin kundi Malabong Usapan, habang nanonood siya noon ng TV ay nakita niya si Aga at tinanong ang mommy niyang si Jessa Zaragoza kung ang actor ba ang daddy niya.","Na hindi Mutual Understanding ang ibig sabihin kundi Malabong Usapan, habang nanonood siya noon ng TV ay nakita niya si Aga at tinanong ang mommy niyang si Jessa Zaragoza kung ang actor ba ang daddy niya.","Na hindi Mutual Understanding ang ibig sabihin kundi Malabong Usapan, habang nanonood siya noon ng TV ay nakita niya si Aga at tinanong ang mommy niyang si cessna karakoa kung ang actor ba ang buddy niya.","['Jessa', 'Zaragoza', 'daddy']","{'Jessa': ['bersa', 'bussa', 'cessna', 'etsa', 'jets'], 'Zaragoza': ['daraga', 'daragsa', 'karakoa', 'parabola', 'paragala'], 'daddy': ['add', 'andy', 'buddy', 'candy', 'dad']}"
Kilala sa pagiging Christian si Toni kaya maraming napa-react sa kanyang mga pinakawalang salita sa unang araw ng kampanya ng mga kumakandidato sa national positions.,Kilala sa pagiging Christian si Toni kaya maraming napa-react sa kanyang mga pinakawalang salita sa unang araw ng kampanya ng mga kumakandidato sa national positions.,Kilala sa pagiging cristina si tone kaya maraming napa-react sa kanyang mga pinakawalang salita sa unang araw ng kampanya ng mga kumakandidato sa national positions.,"['Christian', 'Toni']","{'Christian': ['christmas', 'crispin', 'cristina', 'kristiano', 'aasistihan'], 'Toni': ['tini', 'ton', 'tone', 'tong', 'tono']}"
"Sinabi ni acting Presidential Spokesman Secretary Martin Andanar na hanggat maaari ay iwasan ang matataong lugar at gawin ang basic health protocols ?? paghuhugas ng kamay, gumamit ng face mask at social distancing.","Sinabi ni acting Presidential Spokesman Secretary Martin Andanar na hanggat maaari ay iwasan ang matataong lugar at gawin ang basic health protocols ?? paghuhugas ng kamay, gumamit ng face mask at social distancing.","Sinabi ni acting Presidential Spokesman Secretary mariin andanang na hanggat maaari ay iwasan ang matataong lugar at gawin ang basic health protocols ?? paghuhugas ng kamay, gumamit ng face mask at social distancing.","['Martin', 'Andanar']","{'Martin': ['margin', 'marhin', 'mariin', 'martir', 'matin'], 'Andanar': ['andana', 'andador', 'andanang', 'andante', 'andar']}"
