Original Sentence,Gold Sentence
Di ba lumalagabog yong kotse anong ibig sabihin,Di ba lumalagabog yong kotse anong ibig sabihin
Maraming dumating ngayong araw na ito sabini Binay,Maraming dumating ngayong araw na ito sabi ni Binay
Ikaw ba talaga yan,Ikaw ba talaga yan
Kasi hi walay na kami ng bahay e,Kasi hiwalay na kami ng bahay e
Rito sa atin maligaya pa rin ang Pasko,Dito sa atin maligaya pa rin ang Pasko
Apat na uri ng lupaang ating matutunghayan sa Pagbasa,Apat na uri ng lupa ang ating matutunghayan sa Pagbasa
Bakit Ayoko Gusto ko pagibig pagkontra naman ng binata,Bakit Ayoko Gusto ko pagibig pagkontra naman ng binata
Ang mga tao sanay na diyan eh,Ang mga tao sanay na riyan eh
Papaano nga ba nagsimula ang lahat,Papaano nga ba nagsimula ang lahat
Buong operation kinakausap sila ako nakikipagbiruan sila sa akin,Buong operation kinakausap nila ako nakikipagbiruan sila sa akin
Parang pinalitan lang daw ng panty,Parang nagpapalit lang daw ng panty
Malapit ho sa akin ‘yan,Malapit ho sa akin ‘yan
Kumbaga humindi pa nagiging kami magex na agad kami,Kumbaga hindi pa nagiging kami magex na agad kami
Dun na na lang natin tingnan,Dun na lang natin tingnan
“pangalawa importante nga pala ito angcomeback movie namin,“Pangalawa importante nga pala ito ang comeback movie namin
Para ngang excited sila sa session pag nagusap sila,Para ngang excited sila sa session pag naguusap sila
At indibidwal naninirahan sa kanayunan,At indibidwal na naninirahan sa kanayunan
Ang kanilang kabuuang buwanang SUWELDO,Ang kanilang kabuuang buwanang suweldo
Sobrang nakakatalino to,Sobrang nakakatalino to
Masama bang maging masaya sataong kasama mo ngayon,Masama bang maging masaya sa taong kasama mo ngayon
Actually parang di nga niya napapahinga,Actually parang di nga siya napapahinga
Napangiti na lang si Paolo na pinakinggan sa tanungan,Napangiti na lang si Paolo na nakikinig sa tanungan
Patay na sa bilang na yan ang umabot sa ,Patay na sa bilang na yan ang aabot sa 
Sugatan rin ang ama ng bata,Sugatan din ang ama ng bata
Nabago ang panlabas o choice ng bagong generation,Nabago ang panlabas o choice ng bagong generation
Nagpuntahan nang umaga sa mga vaccination center,Nagpuntahan nang umaga sa mga vaccination center
Ganunako sobrang kinakabahan,Ganun ako sobrang kinakabahan
kaya kung magbukas man ang sinehan malulugi lang sila,Kaya kung magbukas man ang sinehan malulugi lang sila
Ano naang gagawin namin,Ano naang gagawin namin
Mayroon silang isang ipapanganak na si Malia,Mayroon silang isang anak na si Malia
Ang dahilan ng pagsusumikap ni Lola Marina,Ang dahilan ng pagsusumikap ni Lola Marina
Nangyayari ang lahat ng ito ngayong sumirit sa ,Nangyayari ang lahat ng ito ngayong sumirit sa 
Nandiyan langako magsabi lang ako,Nandiyan lang ako magsabi lang ako
Ang Munich archdiocese umano ang nasa LIKOD ng imbestigasyon,Ang Munich archdiocese umano ang nasa likod ng imbestigasyon
And ang hirap rin magsimula na hindi ka makakapunta,And ang hirap din magsimula na hindi ka makakapunta
Magdagdag ka ng vitamins pak,Magdagdag ka ng vitamins pak
Nakaraan ni Sharon naguusap sa pagkamatay ni Charlie Cojuangco,Nakaraan ni Sharon pinagusapan sa pagkamatay ni Charlie Cojuangco
May mga ganoonganoon ka pa sa akin,May mga ganoonganoon ka pa sa akin
 sa GMA Telebabad pagkatapos nang  Oras, sa GMA Telebabad pagkatapos ng  Oras
Hanggang saan dala si Lena ng kanyang paghihiganti,Hanggang saan dadalhin si Lena ng kanyang paghihiganti
Binibigyan ko lang sila hanggang Monday,Binibigyan ko lang sila hanggang Monday
E ngayon mas yumaman pa siya nang bonggangbongga,E ngayon mas yumaman pa siya nang bonggangbongga
Kuwento nga ni Sarah hanggang Jan,Kuwento nga ni Sarah hanggang Jan
Maligayangkaarawan to my bestfriend,Maligayang kaarawan to my bestfriend
Magandang binabalita para sa mga bata,Magandang balita para sa mga bata
I think nag enjoy naman pa kaming dalawa,I think nagenjoy naman pa kaming dalawa
Hindi na ako matatakot sainyong lahat,Hindi na ako matatakot sa inyong lahat
bongga Perfect ang dating walang mali,Bongga Perfect ang dating walang mali
Tagaraw at tagulan e hindi siya nawawalan ng sipon,Tagaraw at tagulan e hindi siya nawawalan ng sipon
Nakikita ninyo ba ang koneksyon,Nakikita ninyo ba ang koneksyon
Yes ang nasabing pelikula ang pagkakaabalahanni Karla,Yes ang nasabing pelikula ang pagkakaabalahan ni Karla
Nitong October  lamang umalis si Villanueva sa nasabing PALENGKE,Nitong October  lamang umalis si Villanueva sa nasabing palengke
Patuloy patuloy ang ginagawang imbestigasyon ng kapulisan,Patuloy ang ginagawang imbestigasyon ng kapulisan
Natatawang sagot niya,Natatawang sagot niya
Pwede na ba rin ako umalis,Pwede na ba rin ako umalis
Si Marian hindi lang comfortable pero marunong siyang magEnglish,Si Marian hindi lang comfortable pero marunong siyang magEnglish
Marami na sa kanilang sightings pero ngayon langsila umamin,Marami na sa kanilang sightings pero ngayon lang sila umamin
Nagamit niya angkanyang talent at nakapagaral,Nagamit niya ang kanyang talent at nakapagaral
Pero Kapatid din,Pero Kapatid din
Papaano nga naman magkakasya sa kanila ang iisang tinapay,Papaano nga naman magkakasya sa kanila ang iisang tinapay
Punot dulo nito ay esabong,Ang punot dulo nito ay esabong
Pero paminsanminsan ay puwede din sigurong magtimpi si Derek,Pero paminsanminsan ay puwede rin sigurong magtimpi si Derek
Sabi nang iba,Sabi ng iba
Babae yung nanganak ko ‘tol may anak ka rin’,Babae yung anak ko ‘tol may anak ka rin’
“nakuang dami,“Naku ang dami
Gumawa tayo ng isang magandang masaya,Gagawa tayo ng isang magandang masaya
Tatanungin pa siya kung sino,Nagtanong pa siya kung sino
Hindi sila pagsasawaan ito,Hindi nila pagsasawaan ito
May lalabas na poster,May lumalabas na poster
Sabi ko Parang ang awkward kasi,Sabi ko Parang ang awkward kasi
Nakita na natin ‘yun dati di ba,Nakita na natin ‘yun dati di ba
Hanggang na feel niyang meron na siyang symptoms,Hanggang nafeel niyang meron na siyang symptoms
Kaya ang laking challenge daw sa kanya bilang direktor,Kaya ang laking challenge raw sa kanya bilang direktor
Kasi may pinagsamahan rin kami kahit papaano,Kasi may pinagsamahan din kami kahit papaano
Nagpako pa ang Lady Spikers ng walong aces,Nagpako pa ang Lady Spikers ng walong aces
Ayaw na daw niyang magkalat sa social media,Ayaw na raw niyang magkalat sa social media
Isang ugaling labis NA kinamumuhian ng Diyos,Isang ugaling labis na kinamumuhian ng Diyos
Hindi daw niya yun naiisip,Hindi raw niya yun naiisip
Kailangan NILANG magshooting sa England,Kailangan nilang magshooting sa England
Nagulat sila ni Yen nang tinatanong ko tungkol dito,Nagulat sila ni Yen nang tinanong ko tungkol dito
Agad rin aniya na magpakonsulta sa doktor,Agad din aniya na magpakonsulta sa doktor
Kailangan mainstitutionalize na ito,Kailangan mainstitutionalize na ito
Kaya naman super trending kahapon SmartMadeBinJinInevitable,Kaya naman super trending kahapon ang SmartMadeBinJinInevitable
May pagasa pa kayang maremedyohan angkaniyang sitwasyon,May pagasa pa kayang maremedyohan ang kaniyang sitwasyon
Ngayon inulit po niya hindi ko napo kinaya,Ngayon inulit po niya hindi ko na po kinaya
Si Coco kasi hindi rin gagamit ng script,Si Coco kasi hindi rin gumagamit ng script
Gramo o mahigit sa  kutsarita ng pulbura pulbura,Gramo o mahigit sa  kutsarita ng pulbura
Binago rin siya ang lifestyle niya,Binago rin niya ang lifestyle niya
Sayang nga lang at hindi niyakasama si Alexa,Sayang nga lang at hindi niya kasama si Alexa
Para rito handa niyang BAGUHIN ang sarili,Para rito handa niyang baguhin ang sarili
Tanong ni ni Herlene,Tanong ni Herlene
Tunghayan sa videoang mga atraksiyon sa loob ng planetarium,Tunghayan sa video ang mga atraksiyon sa loob ng planetarium
Mga titang matatanda wag naman paurong angpag iisip,Mga titang matatanda wag naman paurong ang pag iisip
Suportado daw niya ang kanyang ama,Suportado raw niya ang kanyang ama
Nagsayawan sila lahat nagingay” masaya niyang kuwento,Nagsayawan sila lahat nagingay” masaya niyang kuwento
Tatlong cameras raw ang ginamit ng PBA sa review,Tatlong cameras daw ang ginamit ng PBA sa review
yun po yung gusto natin,Yun po yung gusto natin
Walang apology walang paliwanag,Walang apology walang paliwanag
Kailangan aniya ng bansa ng mas maramingcybersecurity professionals,Kailangan aniya ng bansa ng mas maraming cybersecurity professionals
Epektibo ito noong Lunes Pebrero  ,Epektibo ito noong Lunes Pebrero  
Lalo ko pa paiigtingin ang aking paglilingkod”,Lalo ko pa paiigtingin ang aking paglilingkod”
Natatandaan mo pa ba anak noong bata ka pa,Natatandaan mo pa ba anak noong bata ka pa
Sinabi ni Año na mahigit SA Pbilyon,Sinabi ni Año na mahigit sa Pbilyon
Ay isang panloloko sabi ng King of Talk,Ito ay isang panloloko sabi ng King of Talk
Libre rin sa VAT ang mga senior citizens,Libre rin sa VAT ang mga senior citizens
Sabi pa nang PAGASA,Sabi pa ng PAGASA
Yung problema nila financially kapani paniwala yun,Yung problema nila financially kapanipaniwala yun
Hindi natin kailangan nang kontrata,Hindi natin kailangan ng kontrata
Nangyari ang lahat ng ito ngayong nasa ,Nangyayari ang lahat ng ito ngayong nasa 
Taong  nang mag kabalikan ang dalawa,Taong  nang magkabalikan ang dalawa
Bislig nang bayang ito kamakalawa ng tanghali,Bislig ng bayang ito kamakalawa ng tanghali
Grabe po yung mga ospital na kapupunta namin,Grabe po yung mga ospital na pinuntahan namin
Nakalimutan nilang kasama nila ang Panginoon,Nakakalimutan nilang kasama nila ang Panginoon
Hindi rin designated bilang terorista ng AntiTerorism Council angdalawa,Hindi rin designated bilang terorista ng AntiTerorism Council ang dalawa
Kasi ayokong mapahamak yung pinoportray kongrole,Kasi ayokong mapahamak yung pinoportray kong role
Milyong Pinoy ang may edad na  pataas pataas,Milyong Pinoy ang may edad na  pataas
Aminado SI Lani Misalucha na mabilis siyag magtiwala,Aminado si Lani Misalucha na mabilis siyag magtiwala
Kailan pa kaya ito matatapos,Kailan pa kaya ito matatapos
Huwag po TAYONG magalala,Huwag po tayong magalala
Ito ang ikaapat na susundan na panalo ng Lakers,Ito ang ikaapat na sunod na panalo ng Lakers
PUWEDE pakisabi sa kaniya,Puwede pakisabi sa kaniya
Or minsan tinatawagakong ampon,Or minsan tinatawag akong ampon
Niya ay maglalabas lang po sana ng basura,Siya ay maglalabas lang po sana ng basura
Masunggaban ay sunudsunod nitong inihambalos ang anak sa kalsada,Nang masunggaban ay sunudsunod nitong inihambalos ang anak sa kalsada
Kaiibig sabihin magkakaroon ng registration,Ibig sabihin magkakaroon ng registration
Nakapagtala ng ,Nakapagtala ng 
Inaalam pa sila kung saan ito nanggaling,Inaalam pa nila kung saan ito nanggaling
Nasaan na ang tunay na bayanihan,Nasaan na ang tunay na bayanihan
Kaya ginising ang misis na si Cong,Kaya ginising niya ang misis na si Cong
Lahat TAYO pinadapa,Lahat tayo pinadapa
So sabi sila Bumbay malas yan,So sabi nila Bumbay malas yan
Nung una medyo reluctant kami na iwan yung baby,Nung una medyo reluctant kami na iwan yung baby
Idedeklara nang non mandatory ang face shields maliban sa,Idedeklara nang nonmandatory ang face shields maliban sa
Kailangan sumunod silariyan kasi ano ba naman susundan natin,Kailangan sumunod sila riyan kasi ano ba naman susundan natin
Parang lalabasin na sunudsunuran lang ang businessman kay Gretchen,Parang lumalabas na sunudsunuran lang ang businessman kay Gretchen
Pero siyempre totoong natuklaw nga ng AHAS si Snooky,Pero siyempre totoong natuklaw nga ng ahas si Snooky
Talaga pong nahirapan na rin po kaming magalaga,Talaga pong nahirapan na rin po kaming magalaga
Sa ulat sa Unang Balita umabot na umano ng ,Sa ulat sa Unang Balita umabot na umano ng 
Milyong magaaral lamang ang nakinabang sa feeding program,Milyong magaaral lamang ang nakinabang sa feeding program
Since new yearhindi talaga ako lumalabas,Since new year hindi talaga ako lumalabas
Doon na raw kayayari ang panghahalay,Doon na raw nangyari ang panghahalay
TAPOS yun na yung nagstart siya magmura,Tapos yun na yung nagstart siya magmura
at pupunta raw sa isang bangko sa Maynila,At pupunta raw sa isang bangko sa Maynila
Nasa isang relationship rin kasi ako di ba,Nasa isang relationship din kasi ako di ba
Nililipat sa ibang petsa ang PerlasCignal game,Ililipat sa ibang petsa ang PerlasCignal game
So mas naging maarte ako nong nagasawa a ko,So mas naging maarte ako nong nagasawa ako
Sa babaeng darating sa buhay niya atmamahalin,Sa babaeng darating sa buhay niya at mamahalin
Segundo para sa kanilang  abante,Segundo para sa kanilang  abante
DOON niya sini­mulang magturo sa mga inmate sa kulungan,Doon niya sini­mulang magturo sa mga inmate sa kulungan
Korean modelyung sundin natin kasi hindi sinasabi kong gayagaya,Korean modelyung sundin natin kasi hindi sinasabi kong gayagaya tayo
Di ba iniencourage nga nilangmagpabakuna ang lahat,Di ba iniencourage nga nilang magpabakuna ang lahat
Todo ang kampanya nila lumalaban sa mga namirata,Todo ang kampanya nila laban sa mga namirata
Buti panaman kung mahusay siyang makisama,Buti pa naman kung mahusay siyang makisama
Palagay ko nga eh may ganunganung kwento,Palagay ko nga eh may ganunganung kwento
Milyong halaga ng gamot na malapit ng mag expire,Milyong halaga ng gamot na malapit ng magexpire
Naglalaroang magkapatid sa madamong bahagi ng Purok  boongon Brgy,Naglalaroang magkapatid sa madamong bahagi ng Purok  Boongon Brgy
MILYONG pera sa anibersaryo ng Commando SigueSigue bilang quota,Milyong pera sa anibersaryo ng Commando SigueSigue bilang quota
Ito binabalik pa,Ito binabalik pa
Tumanggap naman namin sabi pa ni Yasmien Kurdi,Tatanggapin naman namin sabi pa ni Yasmien Kurdi
Dahil roon mas nagiging problematic anang doktor,Dahil doon mas nagiging problematic anang doktor
Hindi rin niya nagpahuli sa kaniyang opening dance number,Hindi rin siya nagpahuli sa kaniyang opening dance number
Puro papuri ang maririnig mo mula sa kanila,Puro papuri ang maririnig mo mula sa kanila
Parang natuldukan eh magdaragdag ni Valeen,Parang natuldukan eh dagdag ni Valeen
Ang sarap balikan ng nakaraan,Ang sarap balikan ng nakaraan
Patuloy sa pamamayagpag ang PSNgayon kahitpa matapos ang pandemya,Patuloy sa pamamayagpag ang PSNgayon kahit pa matapos ang pandemya
so nagpractice ako roon kuwento niya,So nagpractice ako roon kuwento niya
Kabilang dito ang livelihood at scholarshipassistance,Kabilang dito ang livelihood at scholarship assistance
Ang laking bagay ang mawawala kay Vhong Navarro,Ang laking bagay ang mawawala kay Vhong Navarro
Kung saan kami masaya tanong kami ‘Anong gusto ninyo’,Kung saan kami masaya tatanungin kami ‘Anong gusto ninyo’
Ganun lang naman kasimple yun,Ganun lang naman kasimple yun
Para saakin isa siyang emosyon na hindi mo mapipigilan,Para sa akin isa siyang emosyon na hindi mo mapipigilan
Well kung matutuloy ang makakasama siya si AT,Well kung matutuloy ang makakasama niya si AT
MATINDING unang sultada ng aming impormante,Matinding unang sultada ng aming impormante
Dahil sa Relax Ka Lang Grocery Mo Sagot Ko,Dahil sa Relax Ka Lang Grocery Mo Sagot Ko
Nanatili rin pala niya sa simbahang Katoliko,Nanatili rin pala siya sa simbahang Katoliko
Totoo naman na baka maging spreader payung walang bakuna,Totoo naman na baka maging spreader pa yung walang bakuna
Mapahinto kaya Deborah ang imbestigasyon tungkol sa kalansay,Mapahinto kaya ni Deborah ang imbestigasyon tungkol sa kalansay
Sana huwag nang inilaki pa,Sana huwag nang lumaki pa
Nang lumabas si Ice mahigpit na nagyakap ang dalawa,Nang lumabas si Ice mahigpit na nagyakap ang dalawa
Congratulations salahat ng kaniyang mga trainers and coaches,Congratulations sa lahat ng kaniyang mga trainers and coaches
Bilyon NGAYONG Nobyembre,Bilyon ngayong Nobyembre
Nagugutom iyak iyak nang iyak pagpapatuloy ng senador,Nagugutom iyak nang iyak pagpapatuloy ng senador
 Ang iginaling at , Ang gumaling at 
Kapansinpansin ang closeness pa din nina Jeric at Rabiya,Kapansinpansin ang closeness pa rin nina Jeric at Rabiya
Binabawi umano niya ang kaniyang investment kahit wala nangkita,Binabawi umano niya ang kaniyang investment kahit wala nang kita
Gumanti ngputok ang mga awtoridad na ikinatama ng suspect,Gumanti ng putok ang mga awtoridad na ikinatama ng suspect
Sir puwede ba kaming pumunta ng Baguio ni Danica,Sir puwede ba kaming pumunta ng Baguio ni Danica
Kasama kasisi Dimples sa new Kapamilya series na Viral,Kasama kasi si Dimples sa new Kapamilya series na Viral
Iniimbestigahan ang dalawang pulis na hindi ibibigay ng pahayag,Iniimbestigahan ang dalawang pulis na hindi nagbigay ng pahayag
Umiyakna lang po ako salaysay ni Ana,Umiyak na lang po ako salaysay ni Ana
Naway matutunan naming suklian pagmamahalng aming mga Nanay,Naway matutunan naming suklian ang pagmamahalng aming mga Nanay
Pakiusapito ni Sen,Pakiusap ito ni Sen
Isa sa m ga pumirma sa UNCLOS ang China,Isa sa mga pumirma sa UNCLOS ang China
Marami po naapektuhan rito bukol,Marami po naapektuhan dito bukol
Anong gagawin koto reinvent myself,Anong gagawin ko to reinvent myself
Nagagalit daw niya sa kaeksena ko,Nagagalit daw siya sa kaeksena ko
Nandito rin ako nun hindi komakakalimutan yun,Nandito rin ako nun hindi ko makakalimutan yun
Nawawala lang is yung mga rituals paddle lang,Ang nawawala lang is yung mga rituals paddle lang
Ako hindi ako nagbubuhat nang bangko,Ako hindi ako nagbubuhat ng bangko
Magugunitang July   nang unang makatapak angtao sa lunar surface,Magugunitang July   nang unang makatapak ang tao sa lunar surface
Hindi ko niya gusto,Hindi ko siya gusto
Suave look alike segment ng isang noontime show,Suave look alike segment ng isang noontime show
Kapagmalungkot ako umiiyak ako ayokong kimkimin ang kalungkutan ko,Kapag malungkot ako umiiyak ako ayokong kimkimin ang kalungkutan ko
Kami poay mga tindera simple lang kami,Kami po ay mga tindera simple lang kami
Hindi mo din ako napasuko,Hindi mo rin ako napasuko
Mayo  ng ipagdiwang ni Miles ang kaniyang kaarawan,Mayo  nang ipagdiwang ni Miles ang kaniyang kaarawan
May P P P P angpinakamalaki,May P P P P ang pinakamalaki
Agad itong isinailalim sa summary dismissal proceedings,Agad itong isinailalim sa summary dismissal proceedings
Ang hakbang ay bahagi security preparations para sa SONA,Ang hakbang ay bahagi ng security preparations para sa SONA
Dahil dito dumiskarte na lamang Jak,Dahil dito dumiskarte na lamang si Jak
Lord kailan ba ako makakatira sa magandang bahay,Lord kailan ba ako makakatira sa magandang bahay
Ang bayad sa sinehan ngayon almost P,Ang bayad sa sinehan ngayon almost P
Nasaan angpagtanaw niya ng utang na loob,Nasaan ang pagtanaw niya ng utang na loob
Hindi langnamin napanood ang concert ni Sarah,Hindi lang namin napanood ang concert ni Sarah
Matagal na naman iyang ganyang ganyang tsismis,Matagal na naman iyang ganyang tsismis
Ngunit taong  nang magkaroon nila ng hindi pagkakaunawaan,Ngunit taong  nang magkaroon sila ng hindi pagkakaunawaan
Pero ano kayang epekto nito sa mgaoperatibang nagsisindi,Pero ano kayang epekto nito sa mga operatibang nagsisindi
Kilo ng hinihinalang shabu na na nagkakahalaga ng P,Kilo ng hinihinalang shabu na nagkakahalaga ng P
Maraming sasabihin na hinubad na niya ang kanyang helmet,Maraming nagsasabi na hinubad na niya ang kanyang helmet
Totoo yun kasi saMarch  one year na tumatayo exactly,Totoo yun kasi saMarch  one year na tayo exactly
Milyon manggagaling umano sa Kongreso,Milyon na manggagaling umano sa Kongreso
talagang nagaral” banggit ni Coun,Talagang nagaral” banggit ni Coun
Kaya naman masayangmasaya si Kim sa KANYANG karanasan,Kaya naman masayangmasaya si Kim sa kanyang karanasan
Sabi niya Paolo huwag kang magalala work tayo soon,Sabi niya Paolo huwag kang magalala work tayo soon
Sa pagbababa nang bar examinees,Sa pagbababa ng bar examinees
Iniwan niya ang taping agad na kababalik sa St,Iniwan niya ang taping agad na nagbalik sa St
Kapag itinaas na tin yung pamasahe tataas yung bilihin,Kapag itinaas natin yung pamasahe tataas yung bilihin
Maaari ng maglaro ang World No,Maaari nang maglaro ang World No
Makikita ko yung nerbiyos,Nakikita ko yung nerbiyos
Sapagkat malapit ng dumating ang Kaharian ng Langit,Sapagkat malapit nang dumating ang Kaharian ng Langit
Ang mga inisyatibong ito ay nasa ilalim ng,Ang mga inisyatibong ito ay nasa ilalim ng
Anong m ga pasabog,Anong mga pasabog
Tamad raw akong magluto kadiri,Tamad daw akong magluto kadiri
Ang una sinabi siya is kalahating shabu,Ang una sinabi niya is kalahating shabu
Hanggang ngayon nandito pa din ako” dagdag niya,Hanggang ngayon nandito pa rin ako” dagdag niya
Ano kaya tinira non,Ano kaya tinira non
Nakapagabot naman na ng P,Nakapagabot naman na ng P
Kilala daw nila kung sino ang nasa likod nito,Kilala raw nila kung sino ang nasa likod nito
samgalumalabasnapicturesngisangkilalangfemale singer atngkanyangboyfriendnamusikerorinayparang kanilangkanilanaangmundoLalanggaminang pagdidispleynilangpagmamahalan,Samgalumalabasnapicturesngisangkilalangfemale singer atngkanyangboyfriendnamusikerorinayparang kanilangkanilanaangmundoLalanggaminang pagdidispleynilangpagmamahalan
Opo ang sa got ng alkalde,Opo ang sagot ng alkalde
Mahirap naman yung ako mismo hinindian ka susunod,Mahirap naman yung ako mismo hindi ka susunod
Tulungan lang talaga dapat ngayong panahon ng Covid,Tulungan lang talaga dapat ngayong panahon ng Covid
Bakit yung demokrasya ba si la lang ang mayari,Bakit yung demokrasya ba sila lang ang mayari
paano niya kaya ito nagawa Alamin,Paano niya kaya ito nagawa Alamin
Sa mga ‘landbased OFWs’ lumago ang kanilang padala nang ,Sa mga ‘landbased OFWs’ lumago ang kanilang padala ng 
so siyempre hindi ko alam kung paano sasabihin ito,So siyempre hindi ko alam kung paano sasabihin ito
Sa bansa maliban sa  kaso na naiulat kamakailan,Sa bansa maliban sa  kaso na naiulat kamakailan
Thank you po masayang masaya po ako,Thank you po masayangmasaya po ako
Samantalang bumuti na umano ang kalagayan ni Astrologio,Samantalang bumubuti na umano ang kalagayan ni Astrologio
Aabot sa   nakarehistrong magsasaka ang magbebenepisyo sa panukala,Aabot sa  sa  nakarehistrong magsasaka ang magbebenepisyo sa panukala
 Dapat ay rehistrado sa FDCP National Registry, Dapat ay rehistrado sa FDCP National Registry
Kung hihindi ka mamamatay hindi ka nabuhay,Kung hindi ka mamamatay hindi ka nabuhay
Glam team SIGURO meron,Glam team siguro meron
Aka la ko atom bomb ayun pala watusi,Akala ko atom bomb ayun pala watusi
Yun ang tiningnan natin dag dag niya,Yun ang tiningnan natin dagdag niya
Nakuha sa kaniya ang ,Nakuha sa kaniya ang 
Pero magaling DIN si Ian Veneracion sa Nanahimik,Pero magaling din si Ian Veneracion sa Nanahimik
Naiupload ang bagong music video NITO lamang Valentines Day,Naiupload ang bagong music video nito lamang Valentines Day
Natatandaan namin hihindian namin sa Thats nakilala si Romano,Natatandaan namin hindi namin sa Thats nakilala si Romano
Ang nagtanong niya puwede bang pareho,Ang tinatanong niya puwede bang pareho
Dahil dito halos wala nang batang nilibanan sa klase,Dahil dito halos wala nang batang lumiliban sa klase
Hindi ko naramdaman na parang awkward to,Hindi ko naramdaman na parang awkward to
Itatanong aniya sila kay Sen,Itatanong aniya nila kay Sen
Ako kasi gindi ko dinidibdib masyadoang mga bagaybagay,Ako kasi gindi ko dinidibdib masyado ang mga bagaybagay
U gat ng armadong tunggalian,Ugat ng armadong tunggalian
Tapos naang boxing,Tapos na ang boxing
Rito sa bahay ako ang pinagtatawanan nila,Dito sa bahay ako ang pinagtatawanan nila
Medyo malakas ng kaunti nagsasagutan,Medyo malakas nang kaunti nagsasagutan
No ong lumaki na kami tablet naman,Noong lumaki na kami tablet naman
Tiyak hahanapin nila iyong gaya ng Vilma,Tiyak hahanapin nila iyong gaya ng Vilma
Up na din daw ang kanyang billboard,Up na rin daw ang kanyang billboard
Maniniwala yan sa kanya maganda yung sinasabi niya,Maniniwala yan sa kanya dahil maganda yung sinasabi niya
Pasikatin muna sila nang bonggangbongga ang kanilang SoLlen loveteam,Pasikatin muna nila nang bonggangbongga ang kanilang SoLlen loveteam
Ikinuwento rin siya na pati yung sa Oct,Ikinuwento rin niya na pati yung sa Oct
Dag dag niyang text sa akin,Dagdag niyang text sa akin
Makalipas ng ilang taon bumaliksi Analia sa pagaaral,Makalipas ng ilang taon bumalik si Analia sa pagaaral
Ang sabi nila MAGUGULAT sila pagdating ngMayo,Ang sabi nila magugulat sila pagdating ngMayo
Ngayon sila ang sumira sa akin,Ngayon sila ang sumisira sa akin
Ayun nagdate KAMI non,Ayun nagdate kami non
Siguro marami din talagang nakapansin sa fresheness niya,Siguro marami rin talagang nakapansin sa fresheness niya
“siguro kami sashow siya ang kaclose ko po,“Siguro kami sa show siya ang kaclose ko po
Sabi ko magaayos tayo bakit para maging kabit ako,Sabi ko magaayos tayo bakit para maging kabit ako
Kung sa bagay nakahanda na raw naman silang magasawa,Kung sa bagay nakahanda na raw naman silang magasawa
Nagsabi niya pinagsumikapan niya ang naturang posisyon,Sinabi niya pinagsumikapan niya ang naturang posisyon
Tapos ilang beses pa niya pinapanood yung movie,Tapos ilang beses pa niya pinanood yung movie
Ang binantayan natin kung lalakas pa,Ang binabantayan natin kung lalakas pa
Ang mganegosyong restaurant ang pinagkakaabalahan ng aktor,Ang mga negosyong restaurant ang pinagkakaabalahan ng aktor
Ang tagal NIYANG nagpahinga,Ang tagal niyang nagpahinga
Wawalain naman na akong ibang nakikita,Wala naman na akong ibang nakikita
Hi Mommy sabi siya hi,Hi Mommy sabi niya hi
Ayoko na magpabebe di ba,Ayoko na magpabebe di ba
TULUNGAN lang talaga dapat ngayong panahon ng Covid,Tulungan lang talaga dapat ngayong panahon ng Covid
kung wala ang katawang ito wala si Angel Locsin,Kung wala ang katawang ito wala si Angel Locsin
Gusto kong sabihinna yes meron,Gusto kong sabihin na yes meron
Hindi po Mabait po siya,Hindi po Mabait po siya
Totoong magmamahal na ko,Totoong nagmamahal na ko
Binibihisan at inaalagaan raw niya talaga ang mga yun,Binibihisan at inaalagaan daw niya talaga ang mga yun
“nakaka amaze siyang panoorin nakakabilib talaga,“Nakakaamaze siyang panoorin nakakabilib talaga
supposedly ang intensyon ay pagnakawan lang,Supposedly ang intensyon ay pagnakawan lang
Dahil dito aabot na sa ,Dahil dito aabot na sa 
Gayunman sinabi ng rescuers na nangayayat nangayayat si Sila,Gayunman sinabi ng rescuers na nangayayat si Sila
At naulit pa bago sila bumalik sa Pilipinas,At naulit pa bago sila bumalik sa Pilipinas
Hindi lang puro kantahan naganap nahaluan nila ng komedya,Hindi lang puro kantahan ang naganap nahaluan nila ng komedya
Tapos nong dumarating yung waiter titinginan kami ‘Sino magbabayad’,Tapos nong dumating yung waiter titinginan kami ‘Sino magbabayad’
Paano yong mga ayuda sa DSWD,Paano yong mga ayuda sa DSWD
Naranasan din ang pagulan ng yelo sa Norzagaray,Naranasan din ang pagulan ng yelo sa Norzagaray
“Talaga bang wala kayong franchise,“Talaga bang wala kayong franchise
Hindi ka puwedeng mag commit sa dalawa,Hindi ka puwedeng magcommit sa dalawa
Ganun rin ang dahilan—medical emergency,Ganun din ang dahilan—medical emergency
san Ramon sa nasabing bayan,San Ramon sa nasabing bayan
Marami ang kaaakala na tunay ito,Marami ang nagakala na tunay ito
Pareho din kasi silang nagkocover ng sports events,Pareho rin kasi silang nagkocover ng sports events
Doon na lang ayos na,Doon na lang ayos na
Samantala nagsagawa ng operasyon angpulisya sa Brgy,Samantala nagsagawa ng operasyon ang pulisya sa Brgy
Inaalam pa ang pagkakakilanlan an sumundong lalaki,Inaalam pa ang pagkakakilanlan an sumundong lalaki
Dagdag na komento ng aming source Walang katotohanan yun,Dagdag na komento ng aming source Walang katotohanan yun
Its nice” pagbabahagi ng ng aktor,Its nice” pagbabahagi ng aktor
