Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
Natawa si Anjo Yllana nang mabasa ang isang interview kay Sheryl Cruz na parang may ligawang nangyayari sa kanilang dalawa.,Natawa si Anjo Yllana nang mabasa ang isang interview kay Sheryl Cruz na parang may ligawang nangyayari sa kanilang dalawa.,Natawa si anyo lana nang mabasa ang isang interview kay seryo Cruz na parang may ligawang nangyayari sa kanilang dalawa.,"['Anjo', 'Yllana', 'Sheryl']","{'Anjo': ['ango', 'ano', 'anyo', 'aako', 'aalo'], 'Yllana': ['balana', 'illan', 'lana', 'llaya', 'aalaga'], 'Sheryl': ['seryal', 'serye', 'seryo', 'aberya', 'chers']}"
Kumolekta rin ang national team ng anim na silver at siyam na bronze medals sa 2019 biennial meet na idinaos sa bansa.,Kumolekta rin ang national team ng anim na silver at siyam na bronze medals sa 2019 biennial meet na idinaos sa bansa.,Kumolekta rin ang national team ng anim na silver at siyam na bronze medals sa aako biennial meet na irinaos sa bansa.,['2019'],"{'2019': ['aaba', 'aag', 'aako', 'aal', 'aala']}"
Isinugod sa ospital ang dalawang lalaki pero idineklarang dead on arrival.,Isinugod sa ospital ang dalawang lalaki pero idineklarang dead on arrival.,Isinugod sa ospital ang dalawang lalaki pero idinekalarang dead on arrival.,['irineklarang'],"{'irineklarang': ['idineklarang', 'ideneklarang', 'idinekalarang', 'idineklamang', 'idineklaranng']}"
"Sabi ni Finance Secretary Benjamin Diokno, gagawin ng panukalang batas na kapareho ang sistema ng pagbubuwis ng Pilipinas sa mga karatig bansa sa South East Asia.","Sabi ni Finance Secretary Benjamin Diokno, gagawin ng panukalang batas na kapareho ang sistema ng pagbubuwis ng Pilipinas sa mga karatig bansa sa South East Asia.","Sabi ni Finance Secretary banasin Diokno, gagawin ng panukalang batas na kapareho ang sistema ng pagbubuwis ng Pilipinas sa mga karatig bansa sa South East asi.","['Benjamin', 'Asia']","{'Benjamin': ['balamin', 'banalin', 'banasin', 'banatin', 'bangalin'], 'Asia': ['aria', 'asa', 'asi', 'asias', 'asid']}"
Inaalam pa ng mga awtoridad ang sanhi ng dalawang sunog.--FRJ.,Inaalam pa ng mga awtoridad ang sanhi ng dalawang sunog.--FRJ.,Inaalam pa ng mga awtoridad ang sanhi ng dalawang sunog.--ari.,['FRJ'],"{'FRJ': ['ar', 'are', 'ari', 'arm', 'art']}"
"Ayon kay Raffy, may mga insidente ng mga reporter na tinamaan at namatay sa kalagitnaan ng coverage sa giyera.","Ayon kay Raffy, may mga insidente ng mga reporter na tinamaan at namatay sa kalagitnaan ng coverage sa giyera.","Ayon kay rainy, may mga insidente ng mga reporter na tinamaan at namatay sa kalagitnaan ng coverage sa giyera.",['Raffy'],"{'Raffy': ['raffle', 'raft', 'rainy', 'rally', 'ramay']}"
"Bukod kina Cusi at Matibag, kasama rin sa mga pinasibak ni Pacquiao si Astra Naik, ang membership committee head ng partido.","Bukod kina Cusi at Matibag, kasama rin sa mga pinasibak ni Pacquiao si Astra Naik, ang membership committee head ng partido.","Bukod kina kusi at Matibag, kasama rin sa mga pinasibak ni quiao si aasta Naik, ang membership committee head ng partido.","['Cusi', 'Pacquiao', 'Astra']","{'Cusi': ['gusi', 'husi', 'kusi', 'susi', 'asi'], 'Pacquiao': ['acquire', 'acquit', 'quiao', 'acacia', 'acquired'], 'Astra': ['asta', 'estra', 'aasta', 'aatras', 'akta']}"
Ginawa ni Robredo ang pahayag nang tanungin ang kanyang opinyon kaugnay sa mandatory anti-COVID vaccination sa “eligible members” ng bansa na isinusulong ng Department of Health.,Ginawa ni Robredo ang pahayag nang tanungin ang kanyang opinyon kaugnay sa mandatory anti-COVID vaccination sa “eligible members” ng bansa na isinusulong ng Department of Health.,Ginawa ni Robredo ang pahayag nang tanungin ang kanyang opinyon kaugnay sa mandatory anti-COVID vaccination sa “eligible members” ng bansa na isinusulong ng Department of Health.,[],{}
"Palagi pa rin tayong magsusuot ng face mask at face shield, maghuhugas ng mga kamay at iwasan ang matataong lugar, para sa social distancing.","Palagi pa rin tayong magsusuot ng face mask at face shield, maghuhugas ng mga kamay at iwasan ang matataong lugar, para sa social distancing.","Palagi pa rin tayong magsusuot ng face mask at face shield, maghuhugas ng mga kamay at iwasan ang matataong lugar, para sa social distancing.",[],{}
"Kuwento ng aming source, “Marami na siyang nabibiling properties, inilalagay niya yun sa pangalan ng mga anak niya.","Kuwento ng aming source, “Marami na siyang nabibiling properties, inilalagay niya yun sa pangalan ng mga anak niya.","Kuwento ng aming source, “Marami na siyang nabibiling properties, inilalagay niya yun sa pangalan ng mga anak niya.",[],{}
Tuluyan nang makakamit ng PLDT franchise ang pang-siyam na kampeonato kung muling mananaig sa Game Six ng best-of-seven title series bukas sa Big Dome.,Tuluyan nang makakamit ng PLDT franchise ang pang-siyam na kampeonato kung muling mananaig sa Game Six ng best-of-seven title series bukas sa Big Dome.,Tuluyan nang makakamit ng alit franchise ang pang-siyam na kampeonato kung muling mananaig sa Game Six ng best-of-seven title series bukas sa Big Dome.,['PLDT'],"{'PLDT': ['plot', 'alat', 'alit', 'alt', 'clot']}"
Nauna nang hinawakan ng 57-anyos na si Vucinic ang New Zealand national team at naging assistant ni Gilas Pilipinas head coach Chot Reyes simula noong Pebrero.,Nauna nang hinawakan ng 57-anyos na si Vucinic ang New Zealand national team at naging assistant ni Gilas Pilipinas head coach Chot Reyes simula noong Pebrero.,Nauna nang hinawakan ng ad-anyos na si civic ang New abalang national team at naging assistant ni Gilas Pilipinas head coach clot ayes simula noong Pebrero.,"['57', 'Vucinic', 'Zealand', 'Chot', 'Reyes']","{'57': ['p57', 'ab', 'ad', 'ag', 'ah'], 'Vucinic': ['vulcanic', 'acidic', 'civic', 'clinic', 'duminig'], 'Zealand': ['saland', 'aalang', 'abalang', 'akalang', 'alalad'], 'Chot': ['chat', 'chop', 'clot', 'hot', 'shot'], 'Reyes': ['eyes', 'aretes', 'ayes', 'beses', 'diyes']}"
"Sabi raw ni Iza, naghuhugas daw siya ng mga plato pero nagulat daw siya nang makita niya ang makapal na usok sa katabing building.","Sabi raw ni Iza, naghuhugas daw siya ng mga plato pero nagulat daw siya nang makita niya ang makapal na usok sa katabing building.","Sabi raw ni ifa, naghuhugas daw siya ng mga plato pero nagulat daw siya nang makita niya ang makapal na usok sa katabing building.",['Iza'],"{'Iza': ['ia', 'iba', 'ifa', 'iga', 'iha']}"
"Kung totoo ito, kung 50/50 sila ng partner niya, less tax, malaking-malaking halaga pa rin yun.","Kung totoo ito, kung 50/50 sila ng partner niya, less tax, malaking-malaking halaga pa rin yun.","Kung totoo ito, kung ag/ag sila ng partner niya, less tax, malaking-malaking halaga pa rin yun.","['50', '50']","{'50': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Bukod dito, nakapagtala rin ng 118 pang bagong kaso ng Omicron subvariants, kabilang ang 60 kaso ng BA.2.3.20.","Bukod dito, nakapagtala rin ng 118 pang bagong kaso ng Omicron subvariants, kabilang ang 60 kaso ng BA.2.3.20.","Bukod dito, nakapagtala rin ng aam pang bagong kaso ng Omicron subvariants, kabilang ang ag kaso ng BA.d.d.ag.","['118', '60', '2', '3', '20']","{'118': ['aag', 'aal', 'aam', 'aat', 'aaw'], '60': ['ab', 'ad', 'ag', 'ah', 'ak'], '2': ['b', 'c', 'd', 'e', 'f'], '3': ['b', 'c', 'd', 'e', 'f'], '20': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Wika naman ni Labog, napatunayan ding kayang magbuhos ng gobyerno ng malaking pondo para sa mga kontrobersyal na kontrata sa pribadong sektor gaya ng sa Pharmally Pharmaceutical Corpiration na maaaring sumalo sana sa libreng health care.","Wika naman ni Labog, napatunayan ding kayang magbuhos ng gobyerno ng malaking pondo para sa mga kontrobersyal na kontrata sa pribadong sektor gaya ng sa Pharmally Pharmaceutical Corpiration na maaaring sumalo sana sa libreng health care.","Wika naman ni Labog, napatunayan ding kayang magbuhos ng gobyerno ng malaking pondo para sa mga kontrobersyal na kontrata sa pribadong sektor gaya ng sa Pharmally Pharmaceutical corporations na maaaring sumalo sana sa libreng health care.",['Corpiration'],"{'Corpiration': ['corporation', 'cooperation', 'corporations', 'aspiration', 'capitation']}"
"Kasi parang 'yun nga very different, and ibang era na rin eh, streaming, 'yung Netflix films parang ibang flavor.","Kasi parang 'yun nga very different, and ibang era na rin eh, streaming, 'yung Netflix films parang ibang flavor.","Kasi parang 'yun nga very different, and ibang era na rin eh, streaming, 'yung natali films parang ibang flavor.",['Netflix'],"{'Netflix': ['helix', 'metalik', 'natali', 'natili', 'natuli']}"
Subalit nagpahiwatig din si Pangulong Duterte na posibleng lumipad siya patungong The Netherlands para magbigay aniya ng talumpati sa ICC.,Subalit nagpahiwatig din si Pangulong Duterte na posibleng lumipad siya patungong The Netherlands para magbigay aniya ng talumpati sa ICC.,Subalit nagpahiwatig din si Pangulong suwerte na posibleng lumipad siya patungong The beterana para magbigay aniya ng talumpati sa ace.,"['Duterte', 'Netherlands', 'ICC']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'Netherlands': ['veterans', 'beteran', 'beterana', 'beterang', 'beterano'], 'ICC': ['cc', 'ice', 'ace', 'act', 'c']}"
Umapela na rin si Danao sa publiko na magkaroon ng sariling disiplina at sumunod saCOVID-19 safety protocols dahil nahaharap na naman ang bansa sa panibagong pagsipa ng mga kaso.,Umapela na rin si Danao sa publiko na magkaroon ng sariling disiplina at sumunod saCOVID-19 safety protocols dahil nahaharap na naman ang bansa sa panibagong pagsipa ng mga kaso.,Umapela na rin si danaw sa publiko na magkaroon ng sariling disiplina at sumunod avid-ag safety protocols dahil nahaharap na naman ang bansa sa panibagong pagsipa ng mga kaso.,"['Danao', 'saCOVID', '19']","{'Danao': ['danak', 'danas', 'danaw', 'danay', 'panao'], 'saCOVID': ['covid', 'acid', 'avid', 'avoid', 'paxlovid'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Na mas mabilis na makahawa ay maaaring labanan sa pamamagitan nang pagpapahusay ng vaccination turnout partikular na mga indibiduwal na immunocompromised at vulnerable sa virus.,Na mas mabilis na makahawa ay maaaring labanan sa pamamagitan nang pagpapahusay ng vaccination turnout partikular na mga indibiduwal na immunocompromised at vulnerable sa virus.,Na mas mabilis na makahawa ay maaaring labanan sa pamamagitan nang pagpapahusay ng vaccination turnout partikular na mga indibiduwal na immunocompromised at vulnerable sa virus.,[],{}
"“Plano po naming dalawa yun,” bulalas ni Bianca nang tinanong namin ito sa kanya sa mediacon ng bago nilang drama series na The Write One na magsisimula na sa March 20.","“Plano po naming dalawa yun,” bulalas ni Bianca nang tinanong namin ito sa kanya sa mediacon ng bago nilang drama series na The Write One na magsisimula na sa March 20.","“Plano po naming dalawa yun,” bulalas ni bana nang tinanong namin ito sa kanya sa median ng bago nilang drama series na The Write One na magsisimula na sa March ag.","['Bianca', 'mediacon', '20']","{'Bianca': ['banca', 'baanta', 'bana', 'banc', 'bancas'], 'mediacon': ['mediaman', 'mediamen', 'median', 'mediation', 'medico'], '20': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Wala nang mangyayaring walk-ins sa gagawing pamamahagi ngDepartment of Social Welfare and Development(DSWD) ng educationalassistancesa mahihirap na mag-aaral sa bansa lalo na sa Metro Manila.,Wala nang mangyayaring walk-ins sa gagawing pamamahagi ngDepartment of Social Welfare and Development(DSWD) ng educationalassistancesa mahihirap na mag-aaral sa bansa lalo na sa Metro Manila.,Wala nang mangyayaring walk-ins sa gagawing pamamahagi departments of Social Welfare and Development(asod) ng assistance mahihirap na mag-aaral sa bansa lalo na sa Metro Manila.,"['ngDepartment', 'DSWD', 'educationalassistancesa']","{'ngDepartment': ['department', 'departmento', 'departments', 'apartment', 'compartment'], 'DSWD': ['asad', 'asid', 'asod', 'dad', 'daw'], 'educationalassistancesa': ['educational', 'inconsistences', 'assistance', 'inconsistencies', 'nationalist']}"
Pero bago ito ay nagtungo muna sa Makati ang dating pangulo para mag-window shopping.,Pero bago ito ay nagtungo muna sa Makati ang dating pangulo para mag-window shopping.,Pero bago ito ay nagtungo muna sa Makati ang dating pangulo para mag-window shopping.,[],{}
Inaanyayahan tayo ng Pagbasa na patunayan natin ang ating pag-ibig sa Diyos sa pamamagitan ng pag-ibig natin sa ating kapuwa.,Inaanyayahan tayo ng Pagbasa na patunayan natin ang ating pag-ibig sa Diyos sa pamamagitan ng pag-ibig natin sa ating kapuwa.,Inaanyayahan tayo ng Pagbasa na patunayan natin ang ating pag-ibig sa diyosa sa pamamagitan ng pag-ibig natin sa ating kapuwa.,['Diyos'],"{'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos']}"
May ipinatupad din na curfew mula alas-10:00 ng gabi hanggang alas-5:00 ng umaga kinabusakan.,May ipinatupad din na curfew mula alas-10:00 ng gabi hanggang alas-5:00 ng umaga kinabusakan.,May ipinatupad din na curfew mula alas-ag:ag ng gabi hanggang alas-d:ag ng umaga kinabukasan.,"['10', '00', '5', '00', 'kinabusakan']","{'10': ['ab', 'ad', 'ag', 'ah', 'ak'], '00': ['ab', 'ad', 'ag', 'ah', 'ak'], '5': ['b', 'c', 'd', 'e', 'f'], 'kinabusakan': ['kinabagsakan', 'kinabuasan', 'kinabukasan', 'binabagsakan', 'binabasahan']}"
Mapapanood si Maymay bilang isang waitress na makararanas nang pamamahiya ng isang social media influencer.,Mapapanood si Maymay bilang isang waitress na makararanas nang pamamahiya ng isang social media influencer.,Mapapanood si maumay bilang isang waiters na makararanas nang pamamahiya ng isang social media influencer.,"['Maymay', 'waitress']","{'Maymay': ['magmay', 'mamay', 'maumay', 'baybay', 'damay'], 'waitress': ['actress', 'mattress', 'waiters', 'witness', 'actres']}"
"Bandang alas-5:40 ng umaga nang magsagawa ng buy-bust operation ang mga operatiba ng Station Drug Enforcement Unit (SDEU) sa pangunguna ni P/Lt Joel Madregalejo ng buy-bust operation sa kahabaan ng Gen. T De Leon Road, Brgy.","Bandang alas-5:40 ng umaga nang magsagawa ng buy-bust operation ang mga operatiba ng Station Drug Enforcement Unit (SDEU) sa pangunguna ni P/Lt Joel Madregalejo ng buy-bust operation sa kahabaan ng Gen. T De Leon Road, Brgy.","Bandang alas-d:ag ng umaga nang magsagawa ng buy-bust operation ang mga operatiba ng Station Drug Enforcement Unit (ded) sa pangunguna ni P/et coal magregalong ng buy-bust operation sa kahabaan ng Gen. T De Leon Road, Brgy.","['5', '40', 'SDEU', 'Lt', 'Joel', 'Marregalejo']","{'5': ['b', 'c', 'd', 'e', 'f'], '40': ['ab', 'ad', 'ag', 'ah', 'ak'], 'SDEU': ['de', 'debu', 'ded', 'del', 'den'], 'Lt': ['alt', 'at', 'et', 'ft', 'it'], 'Joel': ['bowel', 'bowl', 'coal', 'coil', 'col'], 'Marregalejo': ['magregalo', 'maareglo', 'magregalong', 'magreregalo', 'maireregalo']}"
"Magkasama ngayon sina Charlie at Joshua sa bagong drama series ng ABS-CBN na “Viral Scandal” na mapapanood na ngayong Lunes, Nov.","Magkasama ngayon sina Charlie at Joshua sa bagong drama series ng ABS-CBN na “Viral Scandal” na mapapanood na ngayong Lunes, Nov.","Magkasama ngayon sina arvie at john sa bagong drama series ng abf-ab na “Viral Scandal” na mapapanood na ngayong Lunes, non.","['Charlie', 'Joshua', 'ABS', 'CBN', 'Nov']","{'Charlie': ['charade', 'charge', 'arvie', 'barbie', 'barli'], 'Joshua': ['bosa', 'dosena', 'john', 'joma', 'jowa'], 'ABS': ['ab', 'aba', 'abf', 'abo', 'ads'], 'CBN': ['can', 'con', 'ab', 'aba', 'aban'], 'Nov': ['gov', 'no', 'non', 'noo', 'nor']}"
"Nagkikita pa rin naman kami when we have work at nakakapag-guest ako sa All-Out Sundays, dito sa GMA ganyan.","Nagkikita pa rin naman kami when we have work at nakakapag-guest ako sa All-Out Sundays, dito sa GMA ganyan.","Nagkikita pa rin naman kami when we have work at nakakapag-guest ako sa All-Out sandals, dito sa gia ganyan.","['Sundays', 'GMA']","{'Sundays': ['kunday', 'lunday', 'sandals', 'subways', 'sunda'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}"
Kesyo hindi raw naibibigay sa tamang araw ang suweldo nila.,Kesyo hindi raw naibibigay sa tamang araw ang suweldo nila.,basyo hindi raw naibibigay sa tamang araw ang suweldo nila.,['Kesyo'],"{'Kesyo': ['keso', 'resyo', 'basyo', 'beso', 'bisyo']}"
"Sa ngayon daw ay ang pamilya ang inspirasyon niya, at wala nang iba.","Sa ngayon daw ay ang pamilya ang inspirasyon niya, at wala nang iba.","Sa ngayon daw ay ang pamilya ang inspirasyon niya, at wala nang iba.",[],{}
Sinabi rin ni Liza na masaya ang aktres sa kaniyang pagiging Kapuso.,Sinabi rin ni Liza na masaya ang aktres sa kaniyang pagiging Kapuso.,Sinabi rin ni liga na masaya ang aktres sa kaniyang pagiging abuso.,"['Liza', 'Kapuso']","{'Liza': ['lia', 'lida', 'liga', 'liha', 'lila'], 'Kapuso': ['kapus', 'aabuso', 'abuso', 'baruso', 'isapuso']}"
"Para pangmatagalan daw na mapababa ang presyo ng bigas habang nakikinabang ang nakararami, itinutulak ngayon nina Estavillo ang pagsasabatas ng nakabinbing House Bill 405 o Rice Industry Development Act (RIDA) ng koalisyong Makabayan.","Para pangmatagalan daw na mapababa ang presyo ng bigas habang nakikinabang ang nakararami, itinutulak ngayon nina Estavillo ang pagsasabatas ng nakabinbing House Bill 405 o Rice Industry Development Act (RIDA) ng koalisyong Makabayan.","Para pangmatagalan daw na mapababa ang presyo ng bigas habang nakikinabang ang nakararami, itinutulak ngayon nina estabilize ang pagsasabatas ng nakabinbing House Bill aag o Rice Industry Development Act (RIDA) ng koalisyong Makabayan.","['Estavillo', '405']","{'Estavillo': ['estilo', 'eskandalo', 'estabilize', 'estable', 'estadista'], '405': ['p25', 'p75', 'aag', 'aal', 'aam']}"
"Pakalat-kalat lang siya dati rito sa atin, pero hindi na siya maabot ngayon!","Pakalat-kalat lang siya dati rito sa atin, pero hindi na siya maabot ngayon!","Pakalat-kalat lang siya dati rito sa atin, pero hindi na siya maabot ngayon!",[],{}
