Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
"Ito ay makakamit sa pamamagitan ng mga polisiya o programang pangkaunlaran na para sa lahat dahil ang impluwensya ng dating mga koloniyalista ay may epekto pa rin na makikita sa napakaraming aspeto ng ating bansa tulad ng kultura, kaisipan, edukasyon, batas, at iba pa.",PR.* LM VB.* CC.* NN.* CC.* DT.* NN.* CC.* NN.*_CC.* JJ.* CC.* CC.* CC.* PR.* CC.* DT.* NN.* CC.* JJ.*_CC.* DT.* NN.* LM VB.* NN.* RB.* RB.* CC.* VB.* CC.* JJ.*_JJ.*_CC.* NN.* CC.* PR.*_CC.* NN.* JJ.* CC.* NN.* PM.* NN.* PM.* NN.* PM.* NN.* PM.* CC.* PR.* RB.* PM.*,PRO LM VBTF CCT NNC CCB DTCP NNC CCT NNC_CCP JJD CCP CCT CCT PRI CCR DTC NNC CCB JJD_CCP DTCP NNC LM VBH NNC RBI RBI CCP VBTF CCT JJCS_JJD_CCP NNC CCB PRSP_CCP NNC JJC CCB NNC PMC NNC PMC NNC PMC NNC PMC CCA PRI RBI PMP,"ito ay kamit sa pamamagitan ng mga polisiya o programa pangkaunlaran na para sa lahat dahil ang impluwensya ng dating mga koloniyalista ay may epekto pa rin na kita sa napakaraming aspeto ng ati bansa tulad ng kultura, kaisipan, edukasyon, batas, at iba pa.",
Ito ay kailangan pagkat makikita pa rin sa ating bansa tulad ng ating pulitikal na sistema na pinapaboran pa rin nito ang kapakanan ng mga banyaga at hindi nakasentro sa pagpapahalaga sa mga Filipino.,PR.* LM VB.* VB.* VB.* RB.* RB.* CC.* PR.*_CC.* NN.* JJ.* CC.* PR.*_CC.* JJ.* CC.* NN.* CC.* VB.* RB.* RB.* PR.* DT.* NN.* CC.* DT.* NN.* CC.* RB.* VB.* CC.* NN.* CC.* DT.* NN.* PM.*,PRO LM VBS VBW VBTF RBI RBI CCT PRSP_CCP NNC JJC CCB PRSP_CCP JJD CCP NNC CCP VBTR RBI RBI PRO DTC NNC CCB DTCP NNC CCA RBF VBTS CCT NNC CCT DTCP NNP PMP,ito ay kailangan pagkat kita pa rin sa ati bansa tulad ng ati pulitikal na sistema na pabor pa rin nito ang kapakanan ng mga banyaga at hindi sentro sa halaga sa mga filipino.,
Ang pinakamalaki ay tinatawag na Heavy Industries.,DT.* JJ.*_JJ.* LM VB.* CC.* NN.* NN.* PM.*,DTC JJCS_JJD LM VBTR CCP NNP NNP PMP,ang laki ay tawag na heavy industries.,
Ito ay tumutukoy sa mga negosyong lumilikha ng makina at sangkap para sa produksyon o ang  naglalaan ng panustos para sa mga gumagawa ng mga produkto.,PR.* LM VB.*_VB.* CC.* DT.* NN.*_CC.* VB.*_VB.* CC.* NN.* CC.* NN.* CC.* CC.* NN.* CC.* DT.* VB.* CC.* NN.* CC.* CC.* DT.* VB.*_VB.* CC.* DT.* NN.* PM.*,PRO LM VBTR_VBAF CCT DTCP NNC_CCP VBTR_VBAF CCB NNC CCA NNC CCT CCT NNC CCT DTC VBTR CCB NNC CCT CCT DTCP VBTR_VBAF CCB DTCP NNC PMP,ito ay tukoy sa mga negosyo likha ng makina at sangkap para sa produksyon o ang lala ng tustos para sa mga gawa ng mga produkto.,
"Ang mga halimbawa nito ay mga kompanya na naglalan ng bakal, semento, kahoy, at mga nagtatayo ng mga barko at mga makinarya.",DT.* DT.* NN.* PR.* LM DT.* NN.* CC.* VB.* CC.* NN.* PM.* NN.* PM.* NN.* PM.* CC.* DT.* VB.* CC.* DT.* NN.* CC.* DT.* NN.* PM.*,DTC DTCP NNC PRO LM DTCP NNC CCP VBTS CCB NNC PMC NNC PMC NNC PMC CCA DTCP VBTR CCB DTCP NNC CCA DTCP NNC PMP,"ang mga halimbawa nito ay mga kompanya na naglalan ng bakal, semento, kahoy, at mga tayo ng mga barko at mga makinarya.",
Kasunod naman nito ang Medium o Intermediate Industries.,JJ.* RB.* PR.* DT.* NN.* CC.* NN.* NN.* PM.*,JJD RBI PRO DTC NNP CCT NNP NNP PMP,sunod naman nito ang medium o intermediate industries.,
Ito ay tumutkoy sa lumilikha ng mga spare parts para sa produksyon ng mga produkto.,PR.* LM VB.*_VB.* CC.* VB.*_VB.* CC.* DT.* FW FW CC.* CC.* NN.* CC.* DT.* NN.* PM.*,PRO LM VBTR_VBAF CCT VBTR_VBAF CCB DTCP FW FW CCT CCT NNC CCB DTCP NNC PMP,ito ay tumutkoy sa likha ng mga spare parts para sa produksyon ng mga produkto.,
"Madalas ng mga ito ay mga supplier ng mga nagnenegosyo patungkol sa mga materyales na kailangan para sa produkto nila tulad ng mga kompanyang gumagawa ng slamain, pintuan at bintana, muwebles, mga bumbilya’t ilaw, tela, gamit panluto, istasyon ng tubig, at iba pa.",RB.* CC.* DT.* PR.* LM DT.* FW CC.* DT.* VB.* RB.* CC.* DT.* NN.* CC.* VB.* CC.* CC.* NN.* PR.* JJ.* CC.* DT.* NN.*_CC.* VB.*_VB.* CC.* NN.* PM.* NN.* CC.* NN.* PM.* NN.* PM.* DT.* NN.* PM.* NN.* NN.* PM.* NN.* PM.* VB.* JJ.* PM.* NN.* CC.* NN.* PM.* CC.* PR.* RB.* PM.*,RBW CCB DTCP PRO LM DTCP FW CCB DTCP VBTR RBR CCT DTCP NNC CCP VBS CCT CCT NNC PRP JJC CCB DTCP NNC_CCP VBTR_VBAF CCB NNC PMC NNC CCA NNC PMC NNC PMC DTCP NNC PMS NNCA NNC PMC NNC PMC VBS JJD PMC NNC CCB NNC PMC CCA PRI RBI PMP,"dalas ng mga ito ay mga supplier ng mga negosyo tungkol sa mga materyales na kailangan para sa produkto nila tulad ng mga kompanya gawa ng slamain, pintuan at bintana, muwebles, mga bumbilya’t ilaw, tela, gamit panluto, istasyon ng tubig, at iba pa.",
"At ang pinakamaliit sa kanilang lahat, ang Light Industries.",CC.* DT.* JJ.*_JJ.* CC.* PR.*_CC.* PR.* PM.* DT.* NN.* NN.* PM.*,CCA DTC JJCS_JJD CCT PRSP_CCP PRI PMC DTC NNP NNP PMP,"at ang liit sa kanila lahat, ang light industries.",
Ito ay tumutukoy sa mga nagbebenta ng mga produktong kinukunsumo ng bawat mamamayan.,PR.* LM VB.*_VB.* CC.* DT.* VB.* CC.* DT.* NN.*_CC.* VB.* CC.* PR.* NN.* PM.*,PRO LM VBTR_VBAF CCT DTCP VBTR CCB DTCP NNC_CCP VBTR CCB PRI NNC PMP,ito ay tukoy sa mga benta ng mga produkto kunsumo ng bawat mamamayan.,
"Ang mga halimbawa nito ay mga produktong nabibili sa mga grocery, electronics, gamit pang opisina, at mga kumpanya na naglalaan ng kuryente at tubig na maari mang makita bilang Heavy Industry, ay maituturing na parehong Light Industry at Heavy Industry.",DT.* DT.* NN.* PR.* LM DT.* NN.*_CC.* VB.* CC.* DT.* FW PM.* FW PM.* VB.* RB.*_CC.* NN.* PM.* CC.* DT.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* VB.* RB.*_CC.* VB.* CC.* NN.* NN.* PM.* LM VB.* CC.* JJ.*_CC.* NN.* NN.* CC.* NN.* NN.* PM.*,DTC DTCP NNC PRO LM DTCP NNC_CCP VBTS CCT DTCP FW PMC FW PMC VBS RBI_CCP NNC PMC CCA DTCP NNC CCP VBTR CCB NNC CCA NNC CCP VBS RBI_CCP VBW CCT NNP NNP PMC LM VBTF CCP JJC_CCP NNP NNP CCA NNP NNP PMP,"ang mga halimbawa nito ay mga produkto bili sa mga grocery, electronics, gamit pang opisina, at mga kumpanya na lala ng kuryente at tubig na ari mang kita bilang heavy industry, ay turing na pareho light industry at heavy industry.",
Kasama na rito ang mga solar panels at iba pang anyo ng bioenergy.,CC.* RB.* PR.* DT.* DT.* FW FW CC.* PR.* RB.*_CC.* NN.* CC.* FW PM.*,CCB RBI PRL DTC DTCP FW FW CCA PRI RBI_CCP NNC CCB FW PMP,kasama na rito ang mga solar panels at iba pang anyo ng bioenergy.,
Ang unang dahilan ay dito nagmumula ang mga kagamitang kinakailangan ng mga mamamayan.,DT.* JJ.*_CC.* NN.* LM PR.* VB.* DT.* DT.* NN.*_CC.* VB.* CC.* DT.* NN.* PM.*,DTC JJN_CCP NNC LM PRL VBTR DTC DTCP NNC_CCP VBTR CCB DTCP NNC PMP,ang una dahilan ay dito mula ang mga kagamitang kailangan ng mga mamamayan.,
Mga lokal na produkto ang tumutustos sa mga pangangailangan ng mga mamamayan sa pang-araw-araw.,DT.* JJ.* CC.* NN.* DT.* VB.*_VB.* CC.* DT.* NN.* CC.* DT.* NN.* CC.* RB.*_CC.* PM.* NN.* PM.* NN.* PM.*,DTCP JJD CCP NNC DTC VBTR_VBAF CCT DTCP NNC CCB DTCP NNC CCT RBI_CCP PMS NNC PMS NNC PMP,mga lokal na produkto ang tustos sa mga pangangailangan ng mga mamamayan sa pang-araw-araw.,
Ito ay maaring mga produkto na gawa ng mga kumpanya o galing sa mga sakahan.,PR.* LM RB.* DT.* NN.* CC.* VB.* CC.* DT.* NN.* CC.* RB.* CC.* DT.* NN.* PM.*,PRO LM RBM DTCP NNC CCP VBS CCB DTCP NNC CCT RBL CCT DTCP NNC PMP,ito ay ari mga produkto na gawa ng mga kumpanya o galing sa mga sakahan.,
Nakakatulong ito pagkat mas nakakamura ang mga mamimili sa kanilang gastos para kanilang pangangailangan kumpara sa mga produktong ipinasok sa bansa.,VB.* PR.* VB.* JJ.* VB.* DT.* DT.* NN.* CC.* PR.*_CC.* NN.* CC.* PR.*_CC.* NN.* NN.* CC.* DT.* NN.*_CC.* VB.* CC.* NN.* PM.*,VBTR PRO VBW JJCC VBTR DTC DTCP NNC CCT PRSP_CCP NNC CCT PRSP_CCP NNC NNC CCT DTCP NNC_CCP VBTS CCT NNC PMP,tulong ito pagkat mas mura ang mga mamimili sa kanila gastos para kanila pangangailangan kumpara sa mga produkto pasok sa bansa.,
"Ikalawa, nagbibigay ito ng batayang pangangailangan at sapat na trabaho para na rin sa mga mamamayan.",CD.* PM.* VB.* PR.* CC.* NN.*_CC.* NN.* CC.* JJ.* CC.* NN.* CC.* CC.* RB.* CC.* DT.* NN.* PM.*,CDB PMC VBTR PRO CCB NNC_CCP NNC CCA JJD CCP NNC CCT CCP RBI CCT DTCP NNC PMP,"ikalawa, bigay ito ng batayang pangangailangan at sapat na trabaho para na rin sa mga mamamayan.",
"Ang mga lokal na mga negosyo at mga parte ng industriyang lokal ay makapaglalaan ng trabaho para sa mga mamamayan natin, mas lalo na at tumataas ang ang bilang ng mga taong walang trabaho, sila man ay kakagaling lamang sa kolehiyo o dati nang naghahanap ng trabaho.",DT.* DT.* JJ.* CC.* DT.* NN.* CC.* DT.* NN.* CC.* NN.*_CC.* JJ.* LM VB.* CC.* NN.* CC.* CC.* DT.* NN.* PR.* PM.* JJ.* JJ.* RB.* CC.* VB.*_VB.* DT.* DT.* NN.* CC.* DT.* NN.*_CC.* VB.*_CC.* NN.* PM.* PR.* RB.* LM VB.* RB.* CC.* NN.* CC.* RB.* RB.* VB.* CC.* NN.* PM.*,DTC DTCP JJD CCP DTCP NNC CCA DTCP NNC CCB NNC_CCP JJD LM VBW CCB NNC CCT CCT DTCP NNC PRP PMC JJCC JJCC RBI CCA VBTR_VBAF DTC DTC NNC CCB DTCP NNC_CCP VBN_CCP NNC PMC PRP RBI LM VBTF RBI CCT NNC CCT RBW RBD VBTR CCB NNC PMP,"ang mga lokal na mga negosyo at mga parte ng industriya lokal ay makapaglalaan ng trabaho para sa mga mamamayan natin, mas lalo na at taas ang ang bilang ng mga tao wala trabaho, sila man ay galing lamang sa kolehiyo o dati nang hanap ng trabaho.",
Nasasapatan nito ang mga batayang pangangailangan ng ating bayan ng hindi nangangailangan ng tulong sa iba.,VB.* PR.* DT.* DT.* NN.*_CC.* NN.* CC.* PR.*_CC.* NN.* CC.* RB.* VB.* CC.* NN.* CC.* PR.* PM.*,VBTR PRO DTC DTCP NNC_CCP NNC CCB PRSP_CCP NNC CCB RBF VBTR CCB NNC CCT PRI PMP,sapat nito ang mga batayang pangangailangan ng ati bayan ng hindi nangangailangan ng tulong sa iba.,
"Maliban sa mga ito, mapapabilis nito ang pag-unlad ng agham at teknolohiya.",CC.* CC.* DT.* PR.* PM.* VB.* PR.* DT.* CC.* PM.* JJ.* CC.* NN.* CC.* NN.* PM.*,CCT CCT DTCP PRO PMC VBTF PRO DTC CCR PMS JJD CCB NNC CCA NNC PMP,"liban sa mga ito, bilis nito ang unlad ng agham at teknolohiya.",
Ang pangangailangan sa mas mataas na antas ng pagpoproseso ng mga bagay-bagay ay magpapabilis ng pag-unlad ng agham at teknolohiya sa ating bansa.,DT.* NN.* CC.* JJ.* JJ.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* PM.* NN.* LM VB.* CC.* CC.* PM.* JJ.* CC.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,DTC NNC CCT JJCC JJD CCP NNC CCB NNC CCB DTCP NNC PMS NNC LM VBTF CCB CCR PMS JJD CCB NNC CCA NNC CCT PRSP_CCP NNC PMP,ang pangangailangan sa mas taas na antas ng pagpoproseso ng mga bagay ay bilis ng unlad ng agham at teknolohiya sa ati bansa.,
"Dahil sa pangangailangan, mas tataas ang suporta sa pagpapaunlad ng dalawang ito na magdudulot ng mga imbensyon at inobasyon na magiging malaki ang tulong sa mismong mga industriyang ito.",CC.* CC.* NN.* PM.* JJ.* VB.* DT.* NN.* CC.* NN.* CC.* JJ.*_CC.* PR.* CC.* VB.* CC.* DT.* NN.* CC.* NN.* CC.* VB.* JJ.* DT.* NN.* CC.* RB.*_CC.* DT.* NN.*_CC.* PR.* PM.*,CCR CCT NNC PMC JJCC VBTF DTC NNC CCT NNC CCB JJN_CCP PRO CCP VBTF CCB DTCP NNC CCA NNC CCP VBTF JJD DTC NNC CCT RBT_CCP DTCP NNC_CCP PRO PMP,"dahil sa pangangailangan, mas taas ang suporta sa unlad ng dalawa ito na dulot ng mga imbensyon at inobasyon na igi laki ang tulong sa mismo mga industriya ito.",
Napakalaki ng ugnayan wika at ng gawaing pagsasalin.,JJ.*_JJ.* CC.* NN.* NN.* CC.* CC.* NN.*_CC.* NN.* PM.*,JJCS_JJD CCB NNC NNC CCA CCB NNC_CCP NNC PMP,laki ng ugnay wika at ng gawaing pagsasalin.,
Ang mismong gawain na ito ay naglalayong isalin ang isang likhang sulatin o isang pahayag.,DT.* RB.*_CC.* NN.* CC.* PR.* LM VB.*_CC.* VB.* DT.* PR.*_CC.* NN.*_CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,DTC RBT_CCP NNC CCP PRO LM VBTR_CCP VBOF DTC PRI_CCP NNC_CCP NNC CCT PRI_CCP NNC PMP,ang mismo gawa na ito ay layo salin ang isa likha sulat o isa pahayag.,
"Ang gawaing ito mismo ay umiikot sa pagkakaroon ng kaalaman sa wika, kung paano ito gamitin, ano ang kulturang kasama nito.",DT.* NN.*_CC.* PR.* RB.* LM VB.*_VB.* CC.* NN.* CC.* NN.* CC.* NN.* PM.* RB.* RB.* PR.* VB.* PM.* PR.* DT.* NN.*_CC.* CC.* PR.* PM.*,DTC NNC_CCP PRO RBT LM VBTR_VBAF CCT NNC CCB NNC CCT NNC PMC RBK RBQ PRO VBOF PMC PRQ DTC NNC_CCP CCB PRO PMP,"ang gawaing ito mismo ay ikot sa roon ng alam sa wika, kung paano ito gamitin, ano ang kultura kasama nito.",
Kaya kailangan ng kaalaman sa wika di lang ng simulating lengguwahe kundi pati na rin ang tunguhing lengguwahe.,CC.* VB.* CC.* NN.* CC.* NN.* RB.* RB.* CC.* VB.*_CC.* NN.* CC.* CC.* RB.* RB.* DT.* NN.*_CC.* NN.* PM.*,CCR VBS CCB NNC CCT NNC RBF RBI CCB VBTR_CCP NNC CCT CCA RBI RBI DTC NNC_CCP NNC PMP,kaya kailangan ng alam sa wika di lang ng simulating lengguwahe kundi pati na rin ang tunguhing lengguwahe.,
"Napapaloob dito ay gramatika nito at ang sintax, kulturang nakaugnay sa wikang ito, at ang kasulukuyang estado nito.",VB.* PR.* LM NN.* PR.* CC.* DT.* FW PM.* NN.*_CC.* VB.* CC.* NN.*_CC.* PR.* PM.* CC.* DT.* RB.*_CC.* NN.* PR.* PM.*,VBTR PRL LM NNC PRO CCA DTC FW PMC NNC_CCP VBTS CCT NNC_CCP PRO PMC CCA DTC RBW_CCP NNC PRO PMP,"loob dito ay gramatika nito at ang sintax, kultura ugnay sa wika ito, at ang kasulukuyang estado nito.",
Malaki ang impluwensiya ng ideolohiya sa tagapagsalin.,JJ.* DT.* NN.* CC.* NN.* CC.* NN.* PM.*,JJD DTC NNC CCB NNC CCT NNC PMP,laki ang impluwensiya ng ideolohiya sa tagapagsalin.,
Madalas na nakikita at lumalabas ito sa kaniyang pagsasaling.,RB.* CC.* VB.* CC.* VB.* PR.* CC.* PR.*_CC.* NN.*_CC.* PM.*,RBD CCP VBTR CCA VBTR PRO CCT PRSP_CCP NNC_CCP PMP,dalas na kita at labas ito sa kaniya pagsasaling.,
"Kung ang isa ay malapit o may-alam or may opinion sa isang sualting likha na kaniyang isasalin, maaari itong masalamin sa kaniyang pagpili ng pananalita o sa kung paano niya ipakita ang emosyon ng awtor at ang mga simbolismo na ginamit sa likha.",CC.* DT.* PR.* LM JJ.* CC.* VB.* PM.* VB.* CC.* VB.* NN.* CC.* PR.*_CC.* FW NN.* CC.* PR.*_CC.* VB.* PM.* VB.* PR.*_CC.* VB.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* CC.* RB.* RB.* PR.* VB.* DT.* NN.* CC.* NN.* CC.* DT.* DT.* NN.* CC.* VB.* CC.* NN.* PM.*,CCR DTC PRI LM JJD CCT VBH PMS VBS CCT VBH NNC CCT PRI_CCP FW NNC CCP PRSP_CCP VBOF PMC VBS PRO_CCP VBW CCT PRSP_CCP NNC CCB NNC CCT CCT RBK RBQ PRS VBOF DTC NNC CCB NNC CCA DTC DTCP NNC CCP VBOF CCT NNC PMP,"kung ang isa ay lapit o alam or may opinion sa isa sualting likha na kaniya isasalin, maaari ito salam sa kaniya pili ng lita o sa kung paano niya kita ang emosyon ng awtor at ang mga simbolismo na gamit sa likha.",
Ang kultura ay matinding nakatali sa lengguwahe.,DT.* NN.* LM RB.* RB.* CC.* NN.* PM.*,DTC NNC LM RBD RBD CCT NNC PMP,ang kultura ay tindi tali sa lengguwahe.,
"Ang dalawaing ito ay lumalago ng magkasama, nagbabago pero salamin ng lipunan.",DT.* NN.*_CC.* PR.* LM VB.*_VB.* CC.* VB.* PM.* VB.* CC.* NN.* CC.* NN.* PM.*,DTC NNC_CCP PRO LM VBTR_VBAF CCB VBW PMC VBTR CCT NNC CCB NNC PMP,"ang dalawaing ito ay lago ng magkasama, bago pero salamin ng lipunan.",
"Sinasalamin nito ang mga paniniwala, tradisyon, ideolohiya, kasaysayan, at iba pang aspeto ng kultura.",VB.* PR.* DT.* DT.* NN.* PM.* NN.* PM.* NN.* PM.* NN.* PM.* CC.* PR.* RB.*_CC.* NN.* CC.* NN.* PM.*,VBTR PRO DTC DTCP NNC PMC NNC PMC NNC PMC NNC PMC CCA PRI RBI_CCP NNC CCB NNC PMP,"salam nito ang mga paniniwala, tradisyon, ideolohiya, kasaysayan, at iba pang aspeto ng kultura.",
Ngunit salamin din ito ng kasalukuyan.,CC.* NN.* RB.* PR.* CC.* RB.* PM.*,CCT NNC RBI PRO CCB RBW PMP,ngunit salamin din ito ng kasalukuyan.,
"Makikita mula sa mga pagbabago ng wika  Makikita dito kung ano ang uso, ano ang tinuturing na tama o mali, at ano ang pagbabago sa klagayan ng lipunan, sa aspetong ekonomikal ma, o politakal, pati na rin sa antropolohikal.sosyolohikal, at sikolohikal.",VB.* RB.* CC.* DT.* NN.* CC.* NN.* VB.* PR.* RB.* RB.* DT.* NN.* PM.* PR.* DT.* VB.* CC.* JJ.* CC.* JJ.* PM.* CC.* PR.* DT.* NN.* CC.* NN.* CC.* NN.* PM.* CC.* NN.*_CC.* JJ.* CC.* PM.* CC.* NN.* PM.* CC.* CC.* RB.* CC.* NN.* PM.* JJ.* PM.* CC.* JJ.* PM.*,VBTF RBL CCT DTCP NNC CCB NNC VBTF PRL RBK RBQ DTC NNC PMC PRQ DTC VBTR CCP JJD CCT JJD PMC CCA PRQ DTC NNC CCT NNC CCB NNC PMC CCT NNC_CCP JJD CCP PMC CCT NNC PMC CCA CCP RBI CCT NNC PMP JJD PMC CCA JJD PMP,"kita mula sa mga bago ng wika kita dito kung ano ang uso, ano ang turing na tama o mali, at ano ang bago sa klagayan ng lipunan, sa aspeto ekonomikal ma, o politakal, pati na rin sa antropolohikal.sosyolohikal, at sikolohikal.",
Kaya mahalaga ang kaalaman patungkol sa kultura na nakaugnay sa parehong wikang gagamitin sa pagsasalin.,CC.* JJ.* DT.* NN.* RB.* CC.* NN.* CC.* VB.* CC.* JJ.*_CC.* NN.*_CC.* VB.* CC.* NN.* PM.*,CCR JJD DTC NNC RBR CCT NNC CCP VBTS CCT JJC_CCP NNC_CCP VBTF CCT NNC PMP,kaya halaga ang alam tungkol sa kultura na ugnay sa pareho wika gamit sa pagsasalin.,
Ang kakulangan ng kaalaman dito ay maaaring maging hadlang sa pagsasalin ng isang likha at maaaring hindi maihatid ng maayos ang mensahe na gusting ipaabot ng awtor.,DT.* NN.* CC.* NN.* PR.* LM RB.* VB.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.* CC.* RB.* RB.* VB.* CC.* JJ.* DT.* NN.* CC.* RB.*_CC.* VB.* CC.* NN.* PM.*,DTC NNC CCB NNC PRL LM RBM VBW NNC CCT NNC CCB PRI_CCP NNC CCA RBM RBF VBW CCB JJD DTC NNC CCP RBD_CCP VBOF CCB NNC PMP,ang kulang ng alam dito ay maaari maging hadlang sa salin ng isa likha at maaari hindi hatid ng ayos ang mensahe na gusting abot ng awtor.,
"Dahil sa pag-usbong ng teknolohiya, malaki na rin ang pangangailangan sa pagsasalokal ng mga produkto at serbisyo na gumagamit nito.",CC.* CC.* CC.* PM.* NN.* CC.* NN.* PM.* JJ.* RB.* RB.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* VB.*_VB.* PR.* PM.*,CCR CCT CCR PMS NNC CCB NNC PMC JJD RBI RBI DTC NNC CCT NNC CCB DTCP NNC CCA NNC CCP VBTR_VBAF PRO PMP,"dahil sa usbong ng teknolohiya, laki na rin ang pangangailangan sa pagsasalokal ng mga produkto at serbisyo na gamit nito.",
Malaki ang magiging tulong nito upang mas mapataas ang bilang ng mga mamamayan na marunong gumamit nito at mas maging pamilyar ito sa kanila.,JJ.* DT.* VB.* NN.* PR.* CC.* JJ.* VB.* DT.* NN.* CC.* DT.* NN.* CC.* JJ.* VB.* PR.* CC.* JJ.* VB.* JJ.* PR.* CC.* PR.* PM.*,JJD DTC VBTF NNC PRO CCB JJCC VBW DTC NNC CCB DTCP NNC CCP JJD VBAF PRO CCA JJCC VBW JJD PRO CCT PRSP PMP,laki ang igi tulong nito upang mas taas ang bilang ng mga mamamayan na puno gamit nito at mas maging pamilyar ito sa kanila.,
Isa sa mga pinakamalaking hadlang simula noong nagsimula ang pag-usbong ng teknolohiya ay ang lengguwaheng nakaugnay sa mga ito ay kung paanong madalas na ito ay gumagamit ng ingles dahil sa lawak ng paggamit sa lengguwaheng ito.,PR.* CC.* DT.* JJ.*_JJ.*_CC.* NN.* RB.* RB.*_CC.* VB.* DT.* CC.* PM.* NN.* CC.* NN.* LM DT.* NN.*_CC.* VB.* CC.* DT.* PR.* LM CC.* RB.*_CC.* RB.* CC.* PR.* LM VB.*_VB.* CC.* FW CC.* CC.* NN.* CC.* NN.* CC.* NN.*_CC.* PR.* PM.*,PRI CCT DTCP JJCS_JJD_CCP NNC RBW RBW_CCP VBTS DTC CCR PMS NNC CCB NNC LM DTC NNC_CCP VBTS CCT DTCP PRO LM CCR RBD_CCP RBD CCP PRO LM VBTR_VBAF CCB FW CCR CCT NNC CCB NNC CCT NNC_CCP PRO PMP,isa sa mga laki hadlang simula noo simula ang usbong ng teknolohiya ay ang lengguwahe ugnay sa mga ito ay kung paano dalas na ito ay gamit ng ingles dahil sa lawak ng gamit sa lengguwahe ito.,
Isa rin sa hadlang kung bakit madalas ay may takot sa pagkuha ng kursong ito ay sa kaakibat nitong pangangailan sa kaalamang teknolohikal at mga kagamitang kailangan ay nasa Ingles.,PR.* RB.* CC.* NN.* RB.* RB.* JJ.* LM VB.* NN.* CC.* NN.* CC.* NN.*_CC.* PR.* LM CC.* JJ.* PR.*_CC.* NN.* CC.* NN.*_CC.* JJ.* CC.* DT.* NN.*_CC.* VB.* LM RB.* NN.* PM.*,PRI RBI CCT NNC RBK RBQ JJD LM VBH NNC CCT NNC CCB NNC_CCP PRO LM CCT JJD PRO_CCP NNC CCT NNC_CCP JJD CCA DTCP NNC_CCP VBS LM RBL NNP PMP,isa rin sa hadlang kung bakit dalas ay may takot sa kuha ng kurso ito ay sa akibat nito pangangailan sa alamang teknolohikal at mga kagamitang kailangan ay nasa ingles.,
Maaring masabi na bahagi sila ng concept of patronage.,RB.* VB.* CC.* NN.* PR.* CC.* FW FW FW PM.*,RBM VBW CCP NNC PRP CCB FW FW FW PMP,ari sabi na bahagi sila ng concept of patronage.,
Mayroong dalawang rason na maaaring gawing ng isang tao ang pagkpapaka-troll.,VB.*_CC.* JJ.*_CC.* NN.* CC.* RB.* VB.* CC.* PR.*_CC.* NN.* DT.* NN.* PM.* FW PM.*,VBH_CCP JJN_CCP NNC CCP RBM VBOF CCB PRI_CCP NNC DTC NNC PMS FW PMP,mayroong dalawa rason na maaari gawi ng isa tao ang pagkpapaka-troll.,
Maaaring ito ay dahil sa concept of patronage o dahil sa personal na rason.,VB.*_CC.* PR.* LM CC.* CC.* FW FW FW CC.* CC.* CC.* JJ.* CC.* NN.* PM.*,VBS_CCP PRO LM CCR CCT FW FW FW CCT CCR CCT JJD CCP NNC PMP,maaari ito ay dahil sa concept of patronage o dahil sa personal na rason.,
Mayroong mga tao nag ginagawa ang pagiging troll dahil sa natutuwa sila lokohin ang ibang tao at pati na rin sa mga reaksyon ng mga naloloko.,VB.*_CC.* DT.* NN.* RB.* VB.*_VB.* DT.* VB.* NN.* CC.* CC.* VB.* PR.* VB.* DT.* PR.*_CC.* NN.* CC.* CC.* RB.* RB.* CC.* DT.* NN.* CC.* DT.* VB.* PM.*,VBH_CCP DTCP NNC RBD VBTR_VBOF DTC VBTR NNC CCR CCT VBTR PRP VBOF DTC PRI_CCP NNC CCA CCA RBI RBI CCT DTCP NNC CCB DTCP VBTS PMP,mayroong mga tao nag gawa ang pagiging troll dahil sa tuwa sila loko ang iba tao at pati na rin sa mga reaksyon ng mga naloloko.,
"Ngunit sa anggulo ng concept of patronage, madalas na ito ay ginagamit para sa intensyon na baguhin ang naratibo ng mga pangyayari.",CC.* CC.* NN.* CC.* FW FW FW PM.* JJ.* CC.* PR.* LM VB.* CC.* CC.* NN.* CC.* VB.* DT.* VB.* CC.* DT.* NN.* PM.*,CCT CCT NNC CCB FW FW FW PMC JJD CCP PRO LM VBTR CCT CCT NNC CCP VBOF DTC VBTS CCB DTCP NNC PMP,"ngunit sa anggulo ng concept of patronage, dalas na ito ay gamit para sa intensyon na baguhin ang naratibo ng mga pangyayari.",
